0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 3.626986654484935790e-02
2.000000000000000000e+00 3.122933129633073852e-03
3.000000000000000000e+00 4.813789433969346528e-04
4.000000000000000000e+00 6.592704048829618150e-05
5.000000000000000000e+00 1.491616376206123970e-05
6.000000000000000000e+00 1.530536578492252053e-06
7.000000000000000000e+00 2.639376146036416232e-07
8.000000000000000000e+00 4.251159471658124428e-08
9.000000000000000000e+00 3.935729888625627564e-09
1.000000000000000000e+01 6.926680110429634699e-10
1.100000000000000000e+01 1.286524805361851938e-10
1.200000000000000000e+01 2.153000364079696565e-11
1.300000000000000000e+01 1.773898251204043720e-12
1.400000000000000000e+01 3.129477562077629600e-13
1.500000000000000000e+01 5.850809873426388915e-14
