1.000000000000000000e+00 4.485581602586982686e-01
2.000000000000000000e+00 1.258570227003905362e-01
4.000000000000000000e+00 5.997659601358564657e-02
8.000000000000000000e+00 2.881402052353320559e-02
1.600000000000000000e+01 1.853574517055841045e-02
3.200000000000000000e+01 1.469719904942954312e-02
6.400000000000000000e+01 1.241623939672110988e-02
1.280000000000000000e+02 1.208433552509690333e-02
2.560000000000000000e+02 1.145263992513106954e-02
2.720000000000000000e+02 1.143929469645727295e-02
