0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 4.346815965455342462e-02
2.000000000000000000e+00 4.541303763022813342e-03
3.000000000000000000e+00 1.568765465387796836e-03
4.000000000000000000e+00 3.915825651772263821e-04
5.000000000000000000e+00 1.173862588560089788e-04
6.000000000000000000e+00 3.618325669036289674e-05
7.000000000000000000e+00 9.430615554467748808e-06
8.000000000000000000e+00 2.706797962493351042e-06
9.000000000000000000e+00 5.231369129003010291e-07
1.000000000000000000e+01 1.365971105488476152e-07
1.100000000000000000e+01 3.188993275111970865e-08
1.200000000000000000e+01 8.325529390040983765e-09
1.300000000000000000e+01 1.441405480119180199e-09
1.400000000000000000e+01 3.755812428720229944e-10
1.500000000000000000e+01 7.097208677625331607e-11
1.600000000000000000e+01 1.439640249772528659e-11
1.700000000000000000e+01 2.227293106584802029e-12
1.800000000000000000e+01 4.553174841084880858e-13
1.900000000000000000e+01 8.662736356057261888e-14
