k    none    reg    psf1      psf5      psf25
268  6.0574652940e+05   2.5697343560e+00   1.0879289343e+00   1.0775134000e+00    1.0339976542e+00
269  6.0340478938e+05   2.5656697798e+00   1.0877372308e+00   1.0774529863e+00    1.0339809045e+00
270  6.0282642294e+05   2.5491726564e+00   1.0867985297e+00   1.0771912101e+00    1.0338891924e+00
271  6.0187248403e+05   2.5354994069e+00   1.0867276909e+00   1.0769004311e+00    1.0336089846e+00
272  6.0128949836e+05   2.5297901360e+00   1.0865731646e+00   1.0766319212e+00    1.0330420039e+00
273  6.0110532843e+05   2.5099787362e+00   1.0861164593e+00   1.0764724586e+00    1.0328663498e+00
274  5.9942304319e+05   2.4873256299e+00   1.0859576740e+00   1.0763630859e+00    1.0328159724e+00
275  5.9716479213e+05   2.4816975947e+00   1.0856058983e+00   1.0762207119e+00    1.0324654833e+00
276  5.9552666396e+05   2.4625662505e+00   1.0849736159e+00   1.0753936230e+00    1.0322797776e+00
277  5.9497072740e+05   2.4466651091e+00   1.0845871017e+00   1.0752858251e+00    1.0321789342e+00
278  5.9331046429e+05   2.4280409286e+00   1.0842763761e+00   1.0751329720e+00    1.0321171764e+00
279  5.9255966450e+05   2.4161798605e+00   1.0840064591e+00   1.0741420561e+00    1.0317233334e+00
280  5.9167912825e+05   2.4128602701e+00   1.0835912432e+00   1.0738325697e+00    1.0315843662e+00
281  5.8946967077e+05   2.4023649732e+00   1.0834348730e+00   1.0737652791e+00    1.0312853367e+00
282  5.8764364750e+05   2.3855733630e+00   1.0828104382e+00   1.0735382383e+00    1.0311836266e+00
283  5.8707750457e+05   2.3642873460e+00   1.0825519567e+00   1.0733558200e+00    1.0310684595e+00
284  5.8509418267e+05   2.3548425998e+00   1.0814830502e+00   1.0731187640e+00    1.0309761978e+00
285  5.8371179888e+05   2.3511252527e+00   1.0813240773e+00   1.0730671144e+00    1.0307936939e+00
286  5.8324057788e+05   2.3360468266e+00   1.0808583371e+00   1.0726946815e+00    1.0307707016e+00
287  5.8244890108e+05   2.3044893020e+00   1.0806032253e+00   1.0722638466e+00    1.0303329205e+00
288  5.8154023186e+05   2.2976105976e+00   1.0799486524e+00   1.0720160188e+00    1.0299516434e+00
289  5.7915766508e+05   2.2849965333e+00   1.0798435665e+00   1.0717605962e+00    1.0299097256e+00
290  5.7902100083e+05   2.2775061628e+00   1.0796059234e+00   1.0713133619e+00    1.0296318682e+00
291  5.7751422749e+05   2.2687067537e+00   1.0790729550e+00   1.0711147162e+00    1.0295484177e+00
292  5.7568166478e+05   2.2667047109e+00   1.0788260421e+00   1.0710490486e+00    1.0292596688e+00
293  5.7549751599e+05   2.2539974698e+00   1.0784363926e+00   1.0705733447e+00    1.0291854224e+00
294  5.7457695230e+05   2.2466811932e+00   1.0774257548e+00   1.0702217227e+00    1.0291572491e+00
295  5.7382673736e+05   2.2277554107e+00   1.0772108636e+00   1.0699423150e+00    1.0290517997e+00
296  5.7146235029e+05   2.2147854880e+00   1.0767963058e+00   1.0695599870e+00    1.0288187479e+00
297  5.7070255192e+05   2.2058086961e+00   1.0765317651e+00   1.0694542069e+00    1.0284009986e+00
298  5.6978084735e+05   2.1929947431e+00   1.0761739290e+00   1.0690847203e+00    1.0283688513e+00
299  5.6911056216e+05   2.1836404032e+00   1.0758903663e+00   1.0688300129e+00    1.0282355159e+00
300  5.6776955909e+05   2.1795446110e+00   1.0754990263e+00   1.0686996954e+00    1.0281720531e+00
301  5.6703298831e+05   2.1656824281e+00   1.0753766831e+00   1.0683284884e+00    1.0281388628e+00
302  5.6558537494e+05   2.1618995997e+00   1.0749080732e+00   1.0680172123e+00    1.0279277681e+00
303  5.6497843654e+05   2.1407038947e+00   1.0746957081e+00   1.0678527442e+00    1.0276707873e+00
304  5.6270957774e+05   2.1346584765e+00   1.0745414690e+00   1.0672600157e+00    1.0276292868e+00
305  5.6169977067e+05   2.1268564425e+00   1.0743493882e+00   1.0669604589e+00    1.0275226739e+00
306  5.6103853378e+05   2.1182859895e+00   1.0740356783e+00   1.0667156390e+00    1.0272908957e+00
307  5.6069494056e+05   2.1146885414e+00   1.0734749321e+00   1.0663690947e+00    1.0271795352e+00
308  5.5995839088e+05   2.1130069586e+00   1.0730587528e+00   1.0660392353e+00    1.0270230574e+00
309  5.5865612374e+05   2.0963621747e+00   1.0727027723e+00   1.0659836830e+00    1.0268592708e+00
310  5.5774166326e+05   2.0851304827e+00   1.0723452307e+00   1.0650953276e+00    1.0268137968e+00
311  5.5626001336e+05   2.0728963596e+00   1.0717827600e+00   1.0643709645e+00    1.0263648332e+00
312  5.5586533579e+05   2.0713234101e+00   1.0714621056e+00   1.0641570448e+00    1.0260874563e+00
313  5.5473023526e+05   2.0612653905e+00   1.0712732956e+00   1.0640487944e+00    1.0259332076e+00
314  5.5403380452e+05   2.0407296785e+00   1.0710022945e+00   1.0639570306e+00    1.0253384359e+00
315  5.5310860605e+05   2.0369253096e+00   1.0706379513e+00   1.0637213385e+00    1.0252075966e+00
316  5.5267269630e+05   2.0338677854e+00   1.0705193751e+00   1.0630407739e+00    1.0251699026e+00
317  5.5197417622e+05   2.0294634901e+00   1.0702583411e+00   1.0625305645e+00    1.0250586010e+00
318  5.4862579712e+05   2.0211572034e+00   1.0698456315e+00   1.0624584543e+00    1.0249901188e+00
319  5.4770887420e+05   2.0088937692e+00   1.0697606285e+00   1.0622904568e+00    1.0246893148e+00
320  5.4696453028e+05   2.0013229157e+00   1.0694856384e+00   1.0621303926e+00    1.0245626947e+00
321  5.4606132935e+05   1.9938797825e+00   1.0688872664e+00   1.0618246745e+00    1.0244562546e+00
322  5.4459720069e+05   1.9903633129e+00   1.0686775721e+00   1.0617396026e+00    1.0244326060e+00
323  5.4424860904e+05   1.9771082091e+00   1.0683919534e+00   1.0614959077e+00    1.0242084847e+00
324  5.4340964094e+05   1.9754591877e+00   1.0683019311e+00   1.0611673982e+00    1.0241155015e+00
325  5.4241236466e+05   1.9676346691e+00   1.0679687180e+00   1.0608171962e+00    1.0238668703e+00
326  5.4136721666e+05   1.9625573597e+00   1.0676577968e+00   1.0606895974e+00    1.0238345788e+00
327  5.4115566899e+05   1.9525873811e+00   1.0671740512e+00   1.0602795468e+00    1.0237731642e+00
328  5.4010988073e+05   1.9479833441e+00   1.0665774898e+00   1.0601052933e+00    1.0237414729e+00
329  5.3953454853e+05   1.9275233668e+00   1.0662554117e+00   1.0600098416e+00    1.0235609927e+00
330  5.3924339950e+05   1.9261467187e+00   1.0661287031e+00   1.0598104534e+00    1.0234736773e+00
331  5.3865969071e+05   1.9198509857e+00   1.0657441303e+00   1.0595816901e+00    1.0234475073e+00
332  5.3778631568e+05   1.9118800027e+00   1.0654560035e+00   1.0593493115e+00    1.0233306717e+00
333  5.3646951053e+05   1.9063017776e+00   1.0647616367e+00   1.0592111828e+00    1.0231449197e+00
334  5.3613603713e+05   1.8963808697e+00   1.0642178854e+00   1.0586706532e+00    1.0231127847e+00
335  5.3394587418e+05   1.8903218209e+00   1.0639332675e+00   1.0583848805e+00    1.0229613933e+00
336  5.3303217944e+05   1.8810099336e+00   1.0635816129e+00   1.0580215327e+00    1.0228418102e+00
337  5.3176062702e+05   1.8733690447e+00   1.0633609048e+00   1.0580070506e+00    1.0227422332e+00
338  5.3099102593e+05   1.8675210333e+00   1.0627262034e+00   1.0578320853e+00    1.0226900797e+00
339  5.2981800152e+05   1.8611419496e+00   1.0623953846e+00   1.0573740243e+00    1.0224224179e+00
340  5.2881570335e+05   1.8550370441e+00   1.0623189863e+00   1.0572265301e+00    1.0223423569e+00
341  5.2855802078e+05   1.8482241334e+00   1.0619644069e+00   1.0570696219e+00    1.0219739866e+00
342  5.2730906314e+05   1.8437301432e+00   1.0618767028e+00   1.0568955163e+00    1.0219132431e+00
343  5.2673906194e+05   1.8410362912e+00   1.0612706116e+00   1.0563618063e+00    1.0218661043e+00
344  5.2615035612e+05   1.8369508475e+00   1.0608519365e+00   1.0561901071e+00    1.0215916365e+00
345  5.2453690532e+05   1.8307759815e+00   1.0603905463e+00   1.0555180044e+00    1.0212055521e+00
346  5.2314588874e+05   1.8213883259e+00   1.0596710696e+00   1.0554167107e+00    1.0210698403e+00
347  5.2262963380e+05   1.8143736114e+00   1.0594998817e+00   1.0551893995e+00    1.0210286043e+00
348  5.2137657167e+05   1.8060829835e+00   1.0587787920e+00   1.0551820732e+00    1.0209978103e+00
349  5.2112055988e+05   1.7983670238e+00   1.0585442005e+00   1.0549880453e+00    1.0208241195e+00
350  5.2013873143e+05   1.7939900558e+00   1.0584580530e+00   1.0546844984e+00    1.0206740462e+00
351  5.1986516308e+05   1.7882806223e+00   1.0580214569e+00   1.0543293616e+00    1.0205455435e+00
352  5.1892547504e+05   1.7866196157e+00   1.0577313118e+00   1.0538404859e+00    1.0203835751e+00
353  5.1777708323e+05   1.7821419285e+00   1.0575062412e+00   1.0536697274e+00    1.0203457745e+00
354  5.1702865695e+05   1.7708746247e+00   1.0568153820e+00   1.0536174031e+00    1.0202028895e+00
355  5.1517187132e+05   1.7677138651e+00   1.0567892112e+00   1.0535589066e+00    1.0201048935e+00
356  5.1485062635e+05   1.7612505045e+00   1.0566756577e+00   1.0533729618e+00    1.0199610302e+00
357  5.1323812329e+05   1.7598060577e+00   1.0563664790e+00   1.0531678497e+00    1.0199089198e+00
358  5.1283901650e+05   1.7535607724e+00   1.0562929216e+00   1.0530584386e+00    1.0197978563e+00
359  5.1153558172e+05   1.7470808086e+00   1.0557177290e+00   1.0527277122e+00    1.0197309336e+00
360  5.1069553525e+05   1.7409657143e+00   1.0556085165e+00   1.0523266677e+00    1.0196433852e+00
361  5.0992151283e+05   1.7313923717e+00   1.0553044387e+00   1.0520335391e+00    1.0194451000e+00
362  5.0923703283e+05   1.7298737949e+00   1.0552235983e+00   1.0514750862e+00    1.0193549713e+00
363  5.0908998526e+05   1.7257378881e+00   1.0548509699e+00   1.0512526426e+00    1.0190816464e+00
364  5.0824694054e+05   1.7190843156e+00   1.0545688847e+00   1.0509931832e+00    1.0190007454e+00
365  5.0739877557e+05   1.7128718622e+00   1.0544602638e+00   1.0508051504e+00    1.0188394974e+00
366  5.0675962149e+05   1.7109136094e+00   1.0543006145e+00   1.0506815315e+00    1.0187311600e+00
367  5.0625085794e+05   1.7050273994e+00   1.0539581766e+00   1.0503140053e+00    1.0186182362e+00
368  5.0545511815e+05   1.6977873008e+00   1.0534391133e+00   1.0501675074e+00    1.0185831667e+00
369  5.0473043006e+05   1.6930327122e+00   1.0532420282e+00   1.0499422116e+00    1.0185379043e+00
370  5.0411056078e+05   1.6862782683e+00   1.0528242910e+00   1.0499146340e+00    1.0184111049e+00
371  5.0349416756e+05   1.6789278571e+00   1.0527428855e+00   1.0495754392e+00    1.0182805432e+00
372  5.0272659740e+05   1.6772080293e+00   1.0523483030e+00   1.0494507726e+00    1.0181047473e+00
373  5.0050563040e+05   1.6761996092e+00   1.0521779176e+00   1.0490257263e+00    1.0180146619e+00
374  5.0003434670e+05   1.6703797281e+00   1.0518308364e+00   1.0488923233e+00    1.0177901208e+00
375  4.9894272400e+05   1.6640842712e+00   1.0516936912e+00   1.0483530259e+00    1.0177721311e+00
376  4.9796908177e+05   1.6595729180e+00   1.0513145499e+00   1.0481923575e+00    1.0176894615e+00
377  4.9657697072e+05   1.6580636532e+00   1.0508365550e+00   1.0478553033e+00    1.0176797583e+00
378  4.9621974394e+05   1.6529564446e+00   1.0505527968e+00   1.0476435264e+00    1.0175313362e+00
379  4.9526768829e+05   1.6462410888e+00   1.0498704718e+00   1.0475866984e+00    1.0174747973e+00
380  4.9393095801e+05   1.6453693857e+00   1.0497142697e+00   1.0472172469e+00    1.0173797335e+00
381  4.9354626696e+05   1.6426979630e+00   1.0496771164e+00   1.0467132518e+00    1.0172302954e+00
382  4.9318884218e+05   1.6386388383e+00   1.0493930874e+00   1.0465221032e+00    1.0171487969e+00
383  4.9202745039e+05   1.6326050817e+00   1.0493435935e+00   1.0464388395e+00    1.0170018298e+00
384  4.9168578369e+05   1.6287276668e+00   1.0490818831e+00   1.0463368494e+00    1.0169400878e+00
385  4.9082781695e+05   1.6264634223e+00   1.0488883009e+00   1.0461565655e+00    1.0169282430e+00
386  4.8973226005e+05   1.6177754036e+00   1.0483330502e+00   1.0460622618e+00    1.0168761497e+00
387  4.8966334371e+05   1.6115387694e+00   1.0481821901e+00   1.0458960232e+00    1.0167425250e+00
388  4.8927924441e+05   1.6081040703e+00   1.0474643784e+00   1.0457834852e+00    1.0166083591e+00
389  4.8807568790e+05   1.6047431303e+00   1.0472246295e+00   1.0455784277e+00    1.0164901793e+00
390  4.8723579923e+05   1.6028570124e+00   1.0470864129e+00   1.0452197056e+00    1.0164454184e+00
391  4.8639965490e+05   1.5952307919e+00   1.0464295671e+00   1.0450427275e+00    1.0162963638e+00
392  4.8577303707e+05   1.5931480826e+00   1.0463568735e+00   1.0449028269e+00    1.0162006051e+00
393  4.8532823998e+05   1.5862182371e+00   1.0462542788e+00   1.0446881257e+00    1.0160764167e+00
394  4.8384389915e+05   1.5825828988e+00   1.0459585905e+00   1.0446335044e+00    1.0159890701e+00
395  4.8309110493e+05   1.5804909188e+00   1.0456234538e+00   1.0442816754e+00    1.0159233362e+00
396  4.8210721095e+05   1.5783262391e+00   1.0453158758e+00   1.0441201226e+00    1.0158608272e+00
397  4.8122974967e+05   1.5708046372e+00   1.0450856369e+00   1.0440121617e+00    1.0156976352e+00
398  4.8069337440e+05   1.5676582021e+00   1.0448051156e+00   1.0439324717e+00    1.0156209348e+00
399  4.8048748428e+05   1.5647239253e+00   1.0444227518e+00   1.0439044900e+00    1.0154963016e+00
400  4.7977267234e+05   1.5609805013e+00   1.0439862585e+00   1.0438009147e+00    1.0154126816e+00
401  4.7833523602e+05   1.5541469615e+00   1.0436828129e+00   1.0435042551e+00    1.0153767015e+00
402  4.7768945385e+05   1.5501821099e+00   1.0435495235e+00   1.0428949724e+00    1.0152844293e+00
403  4.7677986920e+05   1.5483893813e+00   1.0434379375e+00   1.0427203702e+00    1.0151638443e+00
404  4.7650487817e+05   1.5440401430e+00   1.0432699200e+00   1.0426609753e+00    1.0151424573e+00
405  4.7604477409e+05   1.5421289402e+00   1.0430230538e+00   1.0425655257e+00    1.0150763663e+00
406  4.7545541670e+05   1.5412786650e+00   1.0424210661e+00   1.0423198682e+00    1.0150218872e+00
407  4.7408570089e+05   1.5386413602e+00   1.0422973257e+00   1.0421925357e+00    1.0148685567e+00
408  4.7337469139e+05   1.5327775254e+00   1.0420411946e+00   1.0419349114e+00    1.0148472961e+00
409  4.7217616705e+05   1.5306175885e+00   1.0417733101e+00   1.0418231649e+00    1.0147258499e+00
410  4.7158977789e+05   1.5275775457e+00   1.0416162720e+00   1.0415847027e+00    1.0146869684e+00
411  4.7120958901e+05   1.5232739917e+00   1.0415814764e+00   1.0413750352e+00    1.0145786036e+00
412  4.7066685766e+05   1.5197527488e+00   1.0410096797e+00   1.0411285794e+00    1.0145024786e+00
413  4.6952111622e+05   1.5131980790e+00   1.0406800564e+00   1.0409923757e+00    1.0143757149e+00
414  4.6901136451e+05   1.5114903687e+00   1.0404015306e+00   1.0409370213e+00    1.0142987592e+00
415  4.6736489460e+05   1.5083187726e+00   1.0402861020e+00   1.0406692395e+00    1.0141649762e+00
416  4.6691300996e+05   1.5077195609e+00   1.0401691015e+00   1.0405066592e+00    1.0140068932e+00
417  4.6594822507e+05   1.5038938732e+00   1.0399583178e+00   1.0401628795e+00    1.0138955618e+00
418  4.6555665360e+05   1.5006147810e+00   1.0397487011e+00   1.0401545099e+00    1.0138357459e+00
419  4.6422844041e+05   1.4976544740e+00   1.0395265974e+00   1.0399222568e+00    1.0137361009e+00
420  4.6338550312e+05   1.4955589606e+00   1.0394599634e+00   1.0396097784e+00    1.0136418839e+00
421  4.6234737848e+05   1.4876573468e+00   1.0392564209e+00   1.0392170155e+00    1.0135398047e+00
422  4.6180259206e+05   1.4839113015e+00   1.0390023893e+00   1.0390190651e+00    1.0134882452e+00
423  4.6136653230e+05   1.4807084957e+00   1.0389204467e+00   1.0388690043e+00    1.0133587616e+00
424  4.6077127805e+05   1.4786453013e+00   1.0387755680e+00   1.0387995986e+00    1.0133306767e+00
425  4.5993397073e+05   1.4756641289e+00   1.0385166180e+00   1.0387126611e+00    1.0132917000e+00
426  4.5959436842e+05   1.4741142835e+00   1.0379168253e+00   1.0383397488e+00    1.0132434033e+00
427  4.5810506010e+05   1.4701045988e+00   1.0378229764e+00   1.0381049948e+00    1.0131723033e+00
428  4.5777031008e+05   1.4659565437e+00   1.0377370660e+00   1.0378907573e+00    1.0131604785e+00
429  4.5663802760e+05   1.4616450234e+00   1.0376585141e+00   1.0376985475e+00    1.0129943500e+00
430  4.5650748892e+05   1.4610310233e+00   1.0372609123e+00   1.0373981032e+00    1.0129301124e+00
431  4.5583006938e+05   1.4519100149e+00   1.0371222862e+00   1.0373298355e+00    1.0128562988e+00
432  4.5526045070e+05   1.4490854963e+00   1.0369795262e+00   1.0371900408e+00    1.0127405054e+00
433  4.5506454887e+05   1.4478353134e+00   1.0367801874e+00   1.0369543337e+00    1.0126812163e+00
434  4.5408790839e+05   1.4465458629e+00   1.0365894609e+00   1.0367860864e+00    1.0126233209e+00
435  4.5361246468e+05   1.4405339427e+00   1.0359121528e+00   1.0367496177e+00    1.0125560143e+00
436  4.5299503155e+05   1.4390339191e+00   1.0357341935e+00   1.0366209641e+00    1.0124301060e+00
437  4.5249067915e+05   1.4349401503e+00   1.0356619927e+00   1.0363416384e+00    1.0124192281e+00
438  4.5191841633e+05   1.4342066523e+00   1.0352968107e+00   1.0362213445e+00    1.0123528208e+00
439  4.5149177224e+05   1.4314811866e+00   1.0350384606e+00   1.0360646029e+00    1.0122845910e+00
440  4.5112238327e+05   1.4267102956e+00   1.0349413611e+00   1.0359822606e+00    1.0121516251e+00
441  4.5088895189e+05   1.4239748722e+00   1.0347532593e+00   1.0357994641e+00    1.0120627612e+00
442  4.4992357036e+05   1.4222262997e+00   1.0343337498e+00   1.0353924126e+00    1.0119558987e+00
443  4.4979205646e+05   1.4201107957e+00   1.0341647003e+00   1.0351767696e+00    1.0119282541e+00
444  4.4922404082e+05   1.4185914364e+00   1.0338510046e+00   1.0350520613e+00    1.0119181844e+00
445  4.4904203154e+05   1.4165118612e+00   1.0333490402e+00   1.0347228795e+00    1.0118025307e+00
446  4.4748323124e+05   1.4120400085e+00   1.0332138609e+00   1.0344894974e+00    1.0117620296e+00
447  4.4668814888e+05   1.4104050343e+00   1.0330699301e+00   1.0339865472e+00    1.0117469764e+00
448  4.4648767015e+05   1.4094340029e+00   1.0328685473e+00   1.0337116544e+00    1.0116934648e+00
449  4.4624130682e+05   1.4059213476e+00   1.0326309057e+00   1.0335697783e+00    1.0116294567e+00
450  4.4616201061e+05   1.4028005326e+00   1.0321848974e+00   1.0333470453e+00    1.0115480933e+00
451  4.4567460968e+05   1.3997448438e+00   1.0320974691e+00   1.0333156986e+00    1.0115350237e+00
452  4.4537669380e+05   1.3974677091e+00   1.0319437973e+00   1.0331528149e+00    1.0114834375e+00
453  4.4494176472e+05   1.3961470814e+00   1.0318938847e+00   1.0330262180e+00    1.0114456374e+00
454  4.4470821901e+05   1.3920177440e+00   1.0315346313e+00   1.0329971205e+00    1.0113734562e+00
455  4.4426460201e+05   1.3905142992e+00   1.0313574492e+00   1.0328838639e+00    1.0113694848e+00
456  4.4393925443e+05   1.3896460628e+00   1.0311818158e+00   1.0323355171e+00    1.0112929321e+00
457  4.4349818971e+05   1.3857294917e+00   1.0310526063e+00   1.0321537868e+00    1.0111995419e+00
458  4.4334405255e+05   1.3822832686e+00   1.0308570625e+00   1.0321365332e+00    1.0110130610e+00
459  4.4291798196e+05   1.3801004460e+00   1.0307399424e+00   1.0318132875e+00    1.0109937807e+00
460  4.4213897595e+05   1.3783791473e+00   1.0304862993e+00   1.0317022749e+00    1.0109526175e+00
461  4.4172955320e+05   1.3760191959e+00   1.0300944564e+00   1.0313817639e+00    1.0109075879e+00
462  4.4141109806e+05   1.3733839769e+00   1.0300073346e+00   1.0313021632e+00    1.0107672497e+00
463  4.4113214147e+05   1.3712054410e+00   1.0297758956e+00   1.0312314326e+00    1.0107319403e+00
464  4.4043261655e+05   1.3689397213e+00   1.0296656433e+00   1.0310743166e+00    1.0106273721e+00
465  4.4001208227e+05   1.3660412720e+00   1.0293227198e+00   1.0309919375e+00    1.0105988268e+00
466  4.3971470482e+05   1.3647096781e+00   1.0292038449e+00   1.0307983915e+00    1.0105324259e+00
467  4.3935833145e+05   1.3617205597e+00   1.0291060271e+00   1.0307108767e+00    1.0104973769e+00
468  4.3802923177e+05   1.3608406432e+00   1.0287308169e+00   1.0306103460e+00    1.0104524312e+00
469  4.3749320706e+05   1.3578566795e+00   1.0286349552e+00   1.0304254098e+00    1.0104030052e+00
470  4.3674987419e+05   1.3555933870e+00   1.0284290866e+00   1.0302845110e+00    1.0103499736e+00
471  4.3600231404e+05   1.3542243201e+00   1.0281831906e+00   1.0301854651e+00    1.0101854169e+00
472  4.3565989948e+05   1.3499836447e+00   1.0280120571e+00   1.0301082398e+00    1.0101029784e+00
473  4.3550940786e+05   1.3491792823e+00   1.0277219776e+00   1.0300294391e+00    1.0100481593e+00
474  4.3408408292e+05   1.3464713282e+00   1.0276093607e+00   1.0298585009e+00    1.0100118607e+00
475  4.3334555624e+05   1.3457899745e+00   1.0274451390e+00   1.0298039389e+00    1.0099569121e+00
476  4.3248912062e+05   1.3427640037e+00   1.0273182177e+00   1.0296177054e+00    1.0098385038e+00
477  4.3169518452e+05   1.3416792981e+00   1.0269524916e+00   1.0293022847e+00    1.0097318020e+00
478  4.3133810479e+05   1.3398588227e+00   1.0267997671e+00   1.0289899057e+00    1.0095646169e+00
479  4.3122714465e+05   1.3387936048e+00   1.0264708877e+00   1.0288393256e+00    1.0095083173e+00
480  4.3048995185e+05   1.3381527860e+00   1.0264529196e+00   1.0286189591e+00    1.0094632825e+00
481  4.2981970887e+05   1.3331400026e+00   1.0262779244e+00   1.0285689396e+00    1.0094509978e+00
482  4.2840978980e+05   1.3307386242e+00   1.0260510753e+00   1.0283878102e+00    1.0093994660e+00
483  4.2784089439e+05   1.3284092780e+00   1.0259312137e+00   1.0282899923e+00    1.0093810947e+00
484  4.2654481907e+05   1.3276794291e+00   1.0257231425e+00   1.0282329120e+00    1.0093183412e+00
485  4.2610521139e+05   1.3262009365e+00   1.0256383355e+00   1.0282045668e+00    1.0092627671e+00
486  4.2522522394e+05   1.3239732047e+00   1.0254727919e+00   1.0279473780e+00    1.0092175941e+00
487  4.2496932231e+05   1.3218722348e+00   1.0253523842e+00   1.0278520381e+00    1.0091786984e+00
488  4.2429396812e+05   1.3196142937e+00   1.0251943948e+00   1.0276472890e+00    1.0091481781e+00
489  4.2419046388e+05   1.3189701479e+00   1.0249586787e+00   1.0275669553e+00    1.0090806153e+00
490  4.2312183805e+05   1.3177244186e+00   1.0248702709e+00   1.0274697589e+00    1.0090226408e+00
491  4.2254656003e+05   1.3154600846e+00   1.0248186476e+00   1.0271630944e+00    1.0089540569e+00
492  4.2208953834e+05   1.3148145272e+00   1.0246828339e+00   1.0271066813e+00    1.0089050834e+00
493  4.2108768491e+05   1.3134803836e+00   1.0244659941e+00   1.0268130380e+00    1.0087769711e+00
494  4.2026705962e+05   1.3123319297e+00   1.0242563044e+00   1.0266172628e+00    1.0086983330e+00
495  4.1976296237e+05   1.3110807452e+00   1.0241652636e+00   1.0264032510e+00    1.0086366285e+00
496  4.1933033467e+05   1.3077528950e+00   1.0241086528e+00   1.0262556829e+00    1.0086286870e+00
497  4.1902573656e+05   1.3057714118e+00   1.0239957721e+00   1.0260239943e+00    1.0086125373e+00
498  4.1885598945e+05   1.3045319551e+00   1.0234886483e+00   1.0257300701e+00    1.0085351553e+00
499  4.1757582539e+05   1.3030783406e+00   1.0234046131e+00   1.0255652443e+00    1.0084442997e+00
500  4.1658066930e+05   1.3001836588e+00   1.0231745360e+00   1.0253705614e+00    1.0083768245e+00
501  4.1602265505e+05   1.2996991805e+00   1.0230948385e+00   1.0251891892e+00    1.0083562553e+00
502  4.1562280258e+05   1.2985100719e+00   1.0228717427e+00   1.0251517753e+00    1.0082701633e+00
503  4.1501256779e+05   1.2967749797e+00   1.0226605231e+00   1.0249209132e+00    1.0082252640e+00
504  4.1475831205e+05   1.2955802254e+00   1.0226154739e+00   1.0248705920e+00    1.0082094247e+00
505  4.1425678727e+05   1.2939043506e+00   1.0223671196e+00   1.0247244966e+00    1.0081968488e+00
506  4.1339648718e+05   1.2905069288e+00   1.0221241984e+00   1.0245412793e+00    1.0081602438e+00
507  4.1292652153e+05   1.2899545067e+00   1.0218547620e+00   1.0244359842e+00    1.0081224273e+00
508  4.1278028122e+05   1.2898721401e+00   1.0217367553e+00   1.0243509387e+00    1.0080037490e+00
509  4.1200495417e+05   1.2853942977e+00   1.0214969904e+00   1.0240766213e+00    1.0079767974e+00
510  4.1083559893e+05   1.2849548828e+00   1.0214585470e+00   1.0240439030e+00    1.0079185868e+00
511  4.1045243591e+05   1.2822856644e+00   1.0213360679e+00   1.0237287855e+00    1.0078123211e+00
512  4.0988215253e+05   1.2821748095e+00   1.0212656909e+00   1.0236400365e+00    1.0077761859e+00
513  4.0959082432e+05   1.2816733412e+00   1.0212367396e+00   1.0235691027e+00    1.0077398393e+00
514  4.0904712515e+05   1.2776915640e+00   1.0210487282e+00   1.0233525688e+00    1.0076450128e+00
515  4.0852181867e+05   1.2761018934e+00   1.0207554495e+00   1.0232811420e+00    1.0076245077e+00
516  4.0776141112e+05   1.2747963746e+00   1.0207183943e+00   1.0232322321e+00    1.0076171071e+00
517  4.0766856720e+05   1.2722287472e+00   1.0205490982e+00   1.0230085046e+00    1.0075346977e+00
518  4.0660727798e+05   1.2710344511e+00   1.0203492010e+00   1.0229277509e+00    1.0075231334e+00
519  4.0524984006e+05   1.2699808407e+00   1.0203267130e+00   1.0227339032e+00    1.0074289143e+00
520  4.0497693933e+05   1.2684449290e+00   1.0202503448e+00   1.0226872063e+00    1.0073950124e+00
521  4.0405889375e+05   1.2678464331e+00   1.0201817937e+00   1.0226480553e+00    1.0073681507e+00
522  4.0393977319e+05   1.2672196003e+00   1.0199996557e+00   1.0224638767e+00    1.0073035193e+00
523  4.0283761850e+05   1.2665910443e+00   1.0197856897e+00   1.0223313161e+00    1.0072270839e+00
524  4.0269759693e+05   1.2635500463e+00   1.0194452905e+00   1.0220716484e+00    1.0071834502e+00
525  4.0220965469e+05   1.2626005224e+00   1.0192571770e+00   1.0220487160e+00    1.0071432608e+00
526  4.0176494735e+05   1.2600564961e+00   1.0190768822e+00   1.0219247325e+00    1.0071094905e+00
527  4.0142902617e+05   1.2584986331e+00   1.0189805820e+00   1.0218364499e+00    1.0070656956e+00
528  4.0046663206e+05   1.2572972574e+00   1.0188765462e+00   1.0216962437e+00    1.0069795642e+00
529  3.9998660084e+05   1.2564345652e+00   1.0187884428e+00   1.0216547373e+00    1.0068540631e+00
530  3.9987907058e+05   1.2550824008e+00   1.0186694486e+00   1.0213888259e+00    1.0067766151e+00
531  3.9943181685e+05   1.2546143052e+00   1.0185778336e+00   1.0211935480e+00    1.0067314770e+00
532  3.9848603015e+05   1.2529044878e+00   1.0185232102e+00   1.0210390192e+00    1.0066514013e+00
533  3.9742590875e+05   1.2522486905e+00   1.0183684345e+00   1.0208740948e+00    1.0066048665e+00
534  3.9672603205e+05   1.2511883188e+00   1.0182447008e+00   1.0207175794e+00    1.0065971136e+00
535  3.9631179589e+05   1.2484381103e+00   1.0181367673e+00   1.0204315384e+00    1.0065440103e+00
