k    none    reg    psf1      psf5      psf25
536  3.9609219355e+05   1.2477490266e+00   1.0179691433e+00   1.0204036328e+00    1.0064605266e+00
537  3.9470627604e+05   1.2474920460e+00   1.0179267683e+00   1.0201117907e+00    1.0064520800e+00
538  3.9433735514e+05   1.2460546783e+00   1.0178529044e+00   1.0199405755e+00    1.0063897186e+00
539  3.9348258370e+05   1.2458368413e+00   1.0177854993e+00   1.0198677929e+00    1.0063764661e+00
540  3.9309859303e+05   1.2438556953e+00   1.0176967626e+00   1.0197624760e+00    1.0063326259e+00
541  3.9214169821e+05   1.2421241941e+00   1.0174756822e+00   1.0196533097e+00    1.0062908919e+00
542  3.9161736631e+05   1.2410758359e+00   1.0174012300e+00   1.0195205933e+00    1.0061990685e+00
543  3.9108173296e+05   1.2404950399e+00   1.0170982604e+00   1.0195037766e+00    1.0061204486e+00
544  3.9095659603e+05   1.2400295630e+00   1.0168815075e+00   1.0194220068e+00    1.0060664484e+00
545  3.9033053820e+05   1.2386836417e+00   1.0166666074e+00   1.0193710406e+00    1.0060085372e+00
546  3.8961686152e+05   1.2354910489e+00   1.0165795458e+00   1.0191079318e+00    1.0058946864e+00
547  3.8896213387e+05   1.2345496857e+00   1.0165245148e+00   1.0189774978e+00    1.0058661682e+00
548  3.8826966102e+05   1.2316743839e+00   1.0164312133e+00   1.0189074260e+00    1.0058338080e+00
549  3.8788411138e+05   1.2311902887e+00   1.0163927069e+00   1.0186594830e+00    1.0057666247e+00
550  3.8780674234e+05   1.2298705377e+00   1.0162951157e+00   1.0185502515e+00    1.0057088069e+00
551  3.8748364229e+05   1.2286326892e+00   1.0161506886e+00   1.0184891016e+00    1.0056589715e+00
552  3.8685851138e+05   1.2266136517e+00   1.0161211551e+00   1.0184820131e+00    1.0055971120e+00
553  3.8608239736e+05   1.2259151033e+00   1.0160281658e+00   1.0183603890e+00    1.0055830224e+00
554  3.8563413694e+05   1.2242346281e+00   1.0159835595e+00   1.0183106666e+00    1.0054893178e+00
555  3.8460905824e+05   1.2236112156e+00   1.0158933292e+00   1.0180617413e+00    1.0054476387e+00
556  3.8374374058e+05   1.2230635179e+00   1.0158596236e+00   1.0180108902e+00    1.0054124351e+00
557  3.8256606722e+05   1.2221747848e+00   1.0157569554e+00   1.0178207654e+00    1.0053822992e+00
558  3.8230041991e+05   1.2202162164e+00   1.0155655094e+00   1.0177587496e+00    1.0052931683e+00
559  3.8173121042e+05   1.2194367211e+00   1.0153907380e+00   1.0176117106e+00    1.0052846565e+00
560  3.8090768942e+05   1.2170980752e+00   1.0153545495e+00   1.0174611381e+00    1.0052509703e+00
561  3.8040770079e+05   1.2162897009e+00   1.0152020478e+00   1.0173920736e+00    1.0052129885e+00
562  3.7998594565e+05   1.2144823073e+00   1.0151312317e+00   1.0172394494e+00    1.0050815036e+00
563  3.7885438073e+05   1.2134827360e+00   1.0149849428e+00   1.0171023419e+00    1.0050192474e+00
564  3.7829284998e+05   1.2121015960e+00   1.0148718488e+00   1.0170119768e+00    1.0050095512e+00
565  3.7827506770e+05   1.2116663723e+00   1.0148592221e+00   1.0169263552e+00    1.0049841443e+00
566  3.7748185931e+05   1.2109780565e+00   1.0146287275e+00   1.0166748456e+00    1.0049519109e+00
567  3.7685852879e+05   1.2099397016e+00   1.0144812003e+00   1.0165825178e+00    1.0049462398e+00
568  3.7636208943e+05   1.2087979438e+00   1.0143858422e+00   1.0164667175e+00    1.0048832818e+00
569  3.7595087061e+05   1.2067641107e+00   1.0142732849e+00   1.0164350205e+00    1.0048458840e+00
570  3.7556781869e+05   1.2065470552e+00   1.0141761831e+00   1.0164198316e+00    1.0048136170e+00
571  3.7498440175e+05   1.2043217743e+00   1.0139970890e+00   1.0163607776e+00    1.0047843735e+00
572  3.7412707221e+05   1.2037689616e+00   1.0139536319e+00   1.0160935330e+00    1.0047623834e+00
573  3.7352773696e+05   1.2028564426e+00   1.0138568022e+00   1.0160717301e+00    1.0047254221e+00
574  3.7326157554e+05   1.2020860962e+00   1.0135752652e+00   1.0159303316e+00    1.0047135484e+00
575  3.7249377108e+05   1.2009058531e+00   1.0135678983e+00   1.0158149779e+00    1.0046771960e+00
576  3.7170083947e+05   1.1998923599e+00   1.0134635376e+00   1.0157244034e+00    1.0046567364e+00
577  3.7135424156e+05   1.1978973767e+00   1.0133593401e+00   1.0155563715e+00    1.0046374688e+00
578  3.7103529534e+05   1.1969662733e+00   1.0132277155e+00   1.0153411635e+00    1.0046161104e+00
579  3.6956613558e+05   1.1963184180e+00   1.0131116960e+00   1.0152319908e+00    1.0045589151e+00
580  3.6880239527e+05   1.1950406699e+00   1.0130190705e+00   1.0151222365e+00    1.0045439640e+00
581  3.6816856430e+05   1.1943214800e+00   1.0128557195e+00   1.0150742915e+00    1.0044936938e+00
582  3.6789715870e+05   1.1921608431e+00   1.0127102909e+00   1.0150433534e+00    1.0044334136e+00
583  3.6730140514e+05   1.1916796022e+00   1.0125934116e+00   1.0149862552e+00    1.0044155710e+00
584  3.6653524827e+05   1.1900815768e+00   1.0125402276e+00   1.0149133955e+00    1.0043896765e+00
585  3.6634444352e+05   1.1891865488e+00   1.0124827531e+00   1.0146713815e+00    1.0043421838e+00
586  3.6597593504e+05   1.1886718337e+00   1.0124131103e+00   1.0146540091e+00    1.0042704039e+00
587  3.6426726983e+05   1.1879984575e+00   1.0122785033e+00   1.0145120881e+00    1.0042403371e+00
588  3.6384653466e+05   1.1865430120e+00   1.0121801931e+00   1.0144388625e+00    1.0042122597e+00
589  3.6277010962e+05   1.1855210065e+00   1.0121682903e+00   1.0143062555e+00    1.0041919617e+00
590  3.6211492716e+05   1.1842691944e+00   1.0120294966e+00   1.0142240279e+00    1.0041685207e+00
591  3.6150552361e+05   1.1826387541e+00   1.0119563968e+00   1.0141376830e+00    1.0041448074e+00
592  3.6119145020e+05   1.1823195171e+00   1.0119380076e+00   1.0140528577e+00    1.0040896625e+00
593  3.6081321690e+05   1.1817583269e+00   1.0118223776e+00   1.0140107142e+00    1.0040123785e+00
594  3.6062317618e+05   1.1811396350e+00   1.0117815550e+00   1.0137795291e+00    1.0039685597e+00
595  3.6027143140e+05   1.1803524645e+00   1.0116887423e+00   1.0135722592e+00    1.0039290222e+00
596  3.5994163190e+05   1.1783402819e+00   1.0116740865e+00   1.0135245022e+00    1.0039215473e+00
597  3.5941518823e+05   1.1781678581e+00   1.0115368242e+00   1.0133573563e+00    1.0038929627e+00
598  3.5918489446e+05   1.1767350040e+00   1.0114529956e+00   1.0131866376e+00    1.0038451555e+00
599  3.5851681801e+05   1.1752778460e+00   1.0114195472e+00   1.0130379523e+00    1.0037974534e+00
600  3.5775895289e+05   1.1742325509e+00   1.0113754480e+00   1.0129415023e+00    1.0037508146e+00
601  3.5705000238e+05   1.1735761050e+00   1.0112424243e+00   1.0128846451e+00    1.0037188354e+00
602  3.5683859192e+05   1.1717073183e+00   1.0111819623e+00   1.0127990885e+00    1.0036718872e+00
603  3.5641692522e+05   1.1707578733e+00   1.0111422005e+00   1.0127304482e+00    1.0036508973e+00
604  3.5592411313e+05   1.1697134745e+00   1.0108560581e+00   1.0127004297e+00    1.0035707605e+00
605  3.5534913650e+05   1.1695094550e+00   1.0108027954e+00   1.0125131623e+00    1.0035576551e+00
606  3.5455765485e+05   1.1682599643e+00   1.0107502092e+00   1.0124900421e+00    1.0035083722e+00
607  3.5406975007e+05   1.1675946987e+00   1.0107278265e+00   1.0124089646e+00    1.0034907331e+00
608  3.5371274409e+05   1.1661892099e+00   1.0106445424e+00   1.0123822515e+00    1.0034519398e+00
609  3.5341530664e+05   1.1658790362e+00   1.0105908290e+00   1.0122825082e+00    1.0034158489e+00
610  3.5299457915e+05   1.1648662230e+00   1.0104104990e+00   1.0122157263e+00    1.0033545613e+00
611  3.5185739680e+05   1.1636233515e+00   1.0102954315e+00   1.0121668837e+00    1.0033327933e+00
612  3.5132896647e+05   1.1628071622e+00   1.0100809933e+00   1.0119815786e+00    1.0032996333e+00
613  3.5044563042e+05   1.1619945366e+00   1.0100469954e+00   1.0119231891e+00    1.0032370045e+00
614  3.4945877929e+05   1.1611004973e+00   1.0099396059e+00   1.0118741427e+00    1.0031734086e+00
615  3.4903856184e+05   1.1599837373e+00   1.0099079896e+00   1.0117448662e+00    1.0031549242e+00
616  3.4879518270e+05   1.1593168602e+00   1.0097983205e+00   1.0115625169e+00    1.0031290986e+00
617  3.4825787457e+05   1.1591112463e+00   1.0097761086e+00   1.0114161320e+00    1.0030965842e+00
618  3.4772272500e+05   1.1583762867e+00   1.0096940952e+00   1.0112789592e+00    1.0030514847e+00
619  3.4693889272e+05   1.1571675058e+00   1.0096109844e+00   1.0112222416e+00    1.0030103540e+00
620  3.4575167944e+05   1.1568740986e+00   1.0095785360e+00   1.0111242743e+00    1.0029469085e+00
621  3.4545621677e+05   1.1559400238e+00   1.0094390773e+00   1.0109143168e+00    1.0029381096e+00
622  3.4534191118e+05   1.1551698826e+00   1.0094007111e+00   1.0108132251e+00    1.0029012221e+00
623  3.4427917994e+05   1.1547374228e+00   1.0093035093e+00   1.0107948022e+00    1.0028606725e+00
624  3.4355634709e+05   1.1542375447e+00   1.0092719156e+00   1.0107813872e+00    1.0028471318e+00
625  3.4326910929e+05   1.1538971691e+00   1.0091354664e+00   1.0107391733e+00    1.0027884091e+00
626  3.4276239206e+05   1.1530777101e+00   1.0091314744e+00   1.0106138912e+00    1.0027582670e+00
627  3.4191380772e+05   1.1521265572e+00   1.0090254546e+00   1.0105819255e+00    1.0027462931e+00
628  3.4131792294e+05   1.1505323729e+00   1.0089339556e+00   1.0104728458e+00    1.0027161076e+00
629  3.4099880596e+05   1.1500510984e+00   1.0089171324e+00   1.0102898017e+00    1.0026971318e+00
630  3.4077721201e+05   1.1492577720e+00   1.0088132829e+00   1.0102663899e+00    1.0026744705e+00
631  3.4036714944e+05   1.1483414414e+00   1.0087189786e+00   1.0101557435e+00    1.0026679622e+00
632  3.4023574970e+05   1.1471495540e+00   1.0086666170e+00   1.0100951633e+00    1.0026105069e+00
633  3.3921214187e+05   1.1465941643e+00   1.0086155466e+00   1.0100493284e+00    1.0025936978e+00
634  3.3897781909e+05   1.1450572518e+00   1.0085111685e+00   1.0100116473e+00    1.0025746567e+00
635  3.3814255969e+05   1.1448972282e+00   1.0084517826e+00   1.0099689048e+00    1.0025273622e+00
636  3.3786159835e+05   1.1437201103e+00   1.0084495502e+00   1.0098674801e+00    1.0025068611e+00
637  3.3733583535e+05   1.1430610970e+00   1.0083929875e+00   1.0097787222e+00    1.0024925579e+00
638  3.3727906095e+05   1.1418796523e+00   1.0083284538e+00   1.0097412626e+00    1.0024567082e+00
639  3.3706577443e+05   1.1408627583e+00   1.0082236877e+00   1.0095456729e+00    1.0024419193e+00
640  3.3630857837e+05   1.1402610693e+00   1.0081458379e+00   1.0094521771e+00    1.0023788569e+00
641  3.3599770591e+05   1.1396275169e+00   1.0080768850e+00   1.0093432184e+00    1.0023699502e+00
642  3.3533609069e+05   1.1393097937e+00   1.0080626900e+00   1.0093223756e+00    1.0023526683e+00
643  3.3499081882e+05   1.1378196161e+00   1.0079595808e+00   1.0093113017e+00    1.0023384750e+00
644  3.3483252801e+05   1.1372210625e+00   1.0079379611e+00   1.0092172372e+00    1.0023129366e+00
645  3.3422131092e+05   1.1367558677e+00   1.0078983632e+00   1.0091715323e+00    1.0022912099e+00
646  3.3357685964e+05   1.1364349136e+00   1.0077941073e+00   1.0091416181e+00    1.0022798874e+00
647  3.3353897454e+05   1.1358261567e+00   1.0077111875e+00   1.0090633498e+00    1.0022629743e+00
648  3.3310170900e+05   1.1353230275e+00   1.0075835294e+00   1.0089947329e+00    1.0022226074e+00
649  3.3275987965e+05   1.1343547789e+00   1.0075364154e+00   1.0089505667e+00    1.0022084901e+00
650  3.3206514611e+05   1.1336111552e+00   1.0074326973e+00   1.0088788691e+00    1.0021740558e+00
651  3.3128523999e+05   1.1328883272e+00   1.0074069746e+00   1.0088477061e+00    1.0021640769e+00
652  3.3087153091e+05   1.1312194030e+00   1.0071187022e+00   1.0087865566e+00    1.0021500071e+00
653  3.3074462024e+05   1.1305594807e+00   1.0070057269e+00   1.0086754644e+00    1.0021083884e+00
654  3.3048107848e+05   1.1303970709e+00   1.0069591669e+00   1.0086313012e+00    1.0021003025e+00
655  3.3038030719e+05   1.1294369769e+00   1.0069211685e+00   1.0085368198e+00    1.0020808868e+00
656  3.2988570272e+05   1.1288736891e+00   1.0068757644e+00   1.0084648149e+00    1.0020615597e+00
657  3.2945659138e+05   1.1283300248e+00   1.0068656932e+00   1.0083890283e+00    1.0020043589e+00
658  3.2898897839e+05   1.1270763198e+00   1.0067357564e+00   1.0083294783e+00    1.0019957263e+00
659  3.2840815306e+05   1.1267341901e+00   1.0066866011e+00   1.0082500004e+00    1.0019576295e+00
660  3.2745525062e+05   1.1263138812e+00   1.0066356246e+00   1.0081424189e+00    1.0019352936e+00
661  3.2688148118e+05   1.1256447158e+00   1.0065723720e+00   1.0080943365e+00    1.0019149658e+00
662  3.2679036983e+05   1.1245082519e+00   1.0065067319e+00   1.0080184297e+00    1.0018825578e+00
663  3.2655261960e+05   1.1241079796e+00   1.0064567079e+00   1.0078585152e+00    1.0018764517e+00
664  3.2576020271e+05   1.1235985636e+00   1.0063870143e+00   1.0077557111e+00    1.0018421945e+00
665  3.2531202858e+05   1.1234857706e+00   1.0062643227e+00   1.0076753944e+00    1.0018048904e+00
666  3.2487253813e+05   1.1229812342e+00   1.0060541144e+00   1.0075904995e+00    1.0017776826e+00
667  3.2390163474e+05   1.1223398175e+00   1.0059683984e+00   1.0075011325e+00    1.0017585484e+00
668  3.2384522949e+05   1.1218357943e+00   1.0059215074e+00   1.0074847703e+00    1.0017496141e+00
669  3.2361303009e+05   1.1216239943e+00   1.0059058764e+00   1.0074670705e+00    1.0017414324e+00
670  3.2244614085e+05   1.1206885873e+00   1.0058682939e+00   1.0074463860e+00    1.0017160314e+00
671  3.2176582140e+05   1.1204686025e+00   1.0058533866e+00   1.0073597898e+00    1.0017023435e+00
672  3.2075653126e+05   1.1201040518e+00   1.0058205517e+00   1.0072259861e+00    1.0016949841e+00
673  3.2056060282e+05   1.1188416302e+00   1.0057323991e+00   1.0071813863e+00    1.0016933076e+00
674  3.2020251624e+05   1.1183475623e+00   1.0056960474e+00   1.0070779509e+00    1.0016480107e+00
675  3.1955815342e+05   1.1179839365e+00   1.0056585103e+00   1.0070520617e+00    1.0016281663e+00
676  3.1927495579e+05   1.1174660518e+00   1.0055893669e+00   1.0069779958e+00    1.0016042052e+00
677  3.1916522216e+05   1.1167311967e+00   1.0055587062e+00   1.0069593033e+00    1.0015882431e+00
678  3.1868513714e+05   1.1161301535e+00   1.0055237769e+00   1.0068811174e+00    1.0015797158e+00
679  3.1757496302e+05   1.1152747003e+00   1.0054697634e+00   1.0068317473e+00    1.0015634638e+00
680  3.1718842522e+05   1.1146934955e+00   1.0053768245e+00   1.0067836967e+00    1.0015454683e+00
681  3.1684796097e+05   1.1140354655e+00   1.0053155113e+00   1.0066990705e+00    1.0015286960e+00
682  3.1637282050e+05   1.1128484922e+00   1.0052766068e+00   1.0066630292e+00    1.0015187845e+00
683  3.1587381463e+05   1.1119144739e+00   1.0051839064e+00   1.0066031114e+00    1.0014904896e+00
684  3.1547960113e+05   1.1112984327e+00   1.0051670646e+00   1.0065507515e+00    1.0014577917e+00
685  3.1509557362e+05   1.1109137850e+00   1.0050838327e+00   1.0064521373e+00    1.0014288837e+00
686  3.1478869083e+05   1.1107679312e+00   1.0049680871e+00   1.0063519367e+00    1.0014185990e+00
687  3.1470174460e+05   1.1100856040e+00   1.0048973302e+00   1.0062989053e+00    1.0013976684e+00
688  3.1432749844e+05   1.1097588904e+00   1.0048054773e+00   1.0062342355e+00    1.0013893950e+00
689  3.1373200758e+05   1.1092881878e+00   1.0047455310e+00   1.0062200056e+00    1.0013649923e+00
690  3.1312093766e+05   1.1089937481e+00   1.0047306909e+00   1.0061986723e+00    1.0013413900e+00
691  3.1281708866e+05   1.1084413795e+00   1.0046614258e+00   1.0060676207e+00    1.0013290741e+00
692  3.1154005115e+05   1.1080260193e+00   1.0046348800e+00   1.0060480492e+00    1.0013112734e+00
693  3.1138493935e+05   1.1070252784e+00   1.0045673075e+00   1.0060021191e+00    1.0013003234e+00
694  3.1073677303e+05   1.1062783318e+00   1.0044601172e+00   1.0058839650e+00    1.0012842376e+00
695  3.1049974519e+05   1.1056055645e+00   1.0043563410e+00   1.0058195753e+00    1.0012606412e+00
696  3.0981438729e+05   1.1053771204e+00   1.0042712654e+00   1.0058044197e+00    1.0012590586e+00
697  3.0955738830e+05   1.1047553721e+00   1.0042363567e+00   1.0057225124e+00    1.0012414793e+00
698  3.0944876575e+05   1.1037853045e+00   1.0041964765e+00   1.0056888421e+00    1.0012077793e+00
699  3.0921308098e+05   1.1032742125e+00   1.0041024605e+00   1.0056441727e+00    1.0012058267e+00
700  3.0873460458e+05   1.1028999122e+00   1.0040398700e+00   1.0056239196e+00    1.0011808583e+00
701  3.0819370771e+05   1.1022687797e+00   1.0039993434e+00   1.0056095736e+00    1.0011737789e+00
702  3.0766402203e+05   1.1018663881e+00   1.0039618674e+00   1.0055401188e+00    1.0011664833e+00
703  3.0753674497e+05   1.1009925818e+00   1.0039494257e+00   1.0055174602e+00    1.0011529418e+00
704  3.0724561726e+05   1.1005407659e+00   1.0038960523e+00   1.0054203945e+00    1.0011373468e+00
705  3.0684792131e+05   1.0998928291e+00   1.0038803648e+00   1.0053636500e+00    1.0011273987e+00
706  3.0661354105e+05   1.0994306957e+00   1.0038351500e+00   1.0052762920e+00    1.0011094417e+00
707  3.0644521824e+05   1.0985752741e+00   1.0037298298e+00   1.0052490595e+00    1.0010911609e+00
708  3.0589384237e+05   1.0984316316e+00   1.0036859200e+00   1.0052327984e+00    1.0010736206e+00
709  3.0499962159e+05   1.0979880441e+00   1.0036508919e+00   1.0051551556e+00    1.0010673708e+00
710  3.0483684922e+05   1.0974547470e+00   1.0035856421e+00   1.0051033348e+00    1.0010325086e+00
711  3.0340870325e+05   1.0968609463e+00   1.0035519910e+00   1.0050042943e+00    1.0010143522e+00
712  3.0309043990e+05   1.0965057661e+00   1.0034825654e+00   1.0049729151e+00    1.0010005002e+00
713  3.0259161376e+05   1.0962280661e+00   1.0034629029e+00   1.0048454297e+00    1.0009933374e+00
714  3.0257498311e+05   1.0958441390e+00   1.0034365536e+00   1.0048356951e+00    1.0009591737e+00
715  3.0250921268e+05   1.0956680586e+00   1.0033987921e+00   1.0048058714e+00    1.0009563218e+00
716  3.0245380530e+05   1.0955250835e+00   1.0033759435e+00   1.0047963615e+00    1.0009490669e+00
717  3.0241051417e+05   1.0948565364e+00   1.0033556178e+00   1.0047140181e+00    1.0009440615e+00
718  3.0192020073e+05   1.0941786247e+00   1.0032962577e+00   1.0046508227e+00    1.0009290619e+00
719  3.0158133246e+05   1.0938979764e+00   1.0032437365e+00   1.0046134300e+00    1.0009143794e+00
720  3.0128449192e+05   1.0936167869e+00   1.0032103193e+00   1.0045856845e+00    1.0009068646e+00
721  3.0073055066e+05   1.0931555362e+00   1.0031229978e+00   1.0045506096e+00    1.0008869927e+00
722  3.0037456383e+05   1.0929590079e+00   1.0031107663e+00   1.0045279395e+00    1.0008828724e+00
723  3.0012107284e+05   1.0927057592e+00   1.0030704605e+00   1.0044407986e+00    1.0008725035e+00
724  2.9959153092e+05   1.0923742077e+00   1.0029967743e+00   1.0044134636e+00    1.0008642922e+00
725  2.9919273282e+05   1.0917124314e+00   1.0029458602e+00   1.0043645565e+00    1.0008496485e+00
726  2.9873563450e+05   1.0912048106e+00   1.0028826021e+00   1.0042837580e+00    1.0008397861e+00
727  2.9819788663e+05   1.0909924648e+00   1.0028310446e+00   1.0040981812e+00    1.0008300162e+00
728  2.9762304044e+05   1.0908005719e+00   1.0027771660e+00   1.0040691842e+00    1.0008177237e+00
729  2.9734927687e+05   1.0905675213e+00   1.0027027709e+00   1.0040347173e+00    1.0007911285e+00
730  2.9686681628e+05   1.0902871595e+00   1.0026801740e+00   1.0040147712e+00    1.0007780824e+00
731  2.9658909493e+05   1.0892393494e+00   1.0026650932e+00   1.0039384155e+00    1.0007744866e+00
732  2.9598391361e+05   1.0889440892e+00   1.0026450743e+00   1.0038916998e+00    1.0007720917e+00
733  2.9585239224e+05   1.0885219020e+00   1.0026002366e+00   1.0038674967e+00    1.0007577761e+00
734  2.9541849941e+05   1.0879916443e+00   1.0025369129e+00   1.0038350407e+00    1.0007331515e+00
735  2.9535650739e+05   1.0877315926e+00   1.0024864488e+00   1.0038006397e+00    1.0007163977e+00
736  2.9503188885e+05   1.0874317853e+00   1.0024691400e+00   1.0037340767e+00    1.0007095027e+00
737  2.9427445858e+05   1.0868832682e+00   1.0023802978e+00   1.0037106489e+00    1.0006940908e+00
738  2.9426688093e+05   1.0864304364e+00   1.0023526452e+00   1.0036986620e+00    1.0006903241e+00
739  2.9391578386e+05   1.0858916390e+00   1.0023146161e+00   1.0036441456e+00    1.0006844621e+00
740  2.9369114093e+05   1.0853142507e+00   1.0022454439e+00   1.0035929772e+00    1.0006680060e+00
741  2.9367248455e+05   1.0847942821e+00   1.0022065540e+00   1.0035571994e+00    1.0006628715e+00
742  2.9357584562e+05   1.0844912306e+00   1.0021884334e+00   1.0035548341e+00    1.0006546486e+00
743  2.9348968430e+05   1.0841798548e+00   1.0021146199e+00   1.0034921030e+00    1.0006462665e+00
744  2.9327004974e+05   1.0835948610e+00   1.0020806541e+00   1.0034427417e+00    1.0006316295e+00
745  2.9301202536e+05   1.0833430392e+00   1.0020367842e+00   1.0034213684e+00    1.0006232132e+00
746  2.9251046279e+05   1.0828610648e+00   1.0019842434e+00   1.0033871018e+00    1.0006137611e+00
747  2.9206917166e+05   1.0824335908e+00   1.0019255816e+00   1.0033589691e+00    1.0005996817e+00
748  2.9177980827e+05   1.0821140807e+00   1.0018655137e+00   1.0032269370e+00    1.0005938345e+00
749  2.9111454601e+05   1.0818817334e+00   1.0018464796e+00   1.0032034091e+00    1.0005903831e+00
750  2.9017114843e+05   1.0812325931e+00   1.0018215753e+00   1.0031493960e+00    1.0005739942e+00
751  2.8975082895e+05   1.0810550115e+00   1.0017441601e+00   1.0030533749e+00    1.0005662421e+00
752  2.8955293687e+05   1.0807170492e+00   1.0016977284e+00   1.0030328816e+00    1.0005575296e+00
753  2.8919471793e+05   1.0804169999e+00   1.0016504328e+00   1.0030052022e+00    1.0005305912e+00
754  2.8893745383e+05   1.0795659962e+00   1.0016373556e+00   1.0029875691e+00    1.0005282632e+00
755  2.8860140197e+05   1.0794878157e+00   1.0016230423e+00   1.0029607409e+00    1.0005109723e+00
756  2.8824696224e+05   1.0791451162e+00   1.0015894366e+00   1.0029143787e+00    1.0004966559e+00
757  2.8799509049e+05   1.0790404881e+00   1.0015587783e+00   1.0028837386e+00    1.0004903054e+00
758  2.8748079730e+05   1.0784834928e+00   1.0015521072e+00   1.0028480152e+00    1.0004863905e+00
759  2.8691650736e+05   1.0781785276e+00   1.0014570256e+00   1.0028226223e+00    1.0004739767e+00
760  2.8666416406e+05   1.0778277352e+00   1.0014459447e+00   1.0027975944e+00    1.0004624269e+00
761  2.8643745329e+05   1.0774611149e+00   1.0013950562e+00   1.0027767033e+00    1.0004482920e+00
762  2.8637693974e+05   1.0770799763e+00   1.0013706316e+00   1.0027190799e+00    1.0004301128e+00
763  2.8620140632e+05   1.0764098714e+00   1.0013426966e+00   1.0027149537e+00    1.0004174819e+00
764  2.8555889749e+05   1.0757504850e+00   1.0013018568e+00   1.0026662871e+00    1.0003944775e+00
765  2.8538281669e+05   1.0752825324e+00   1.0012370328e+00   1.0026474826e+00    1.0003886602e+00
766  2.8526007656e+05   1.0749392426e+00   1.0012203147e+00   1.0026274750e+00    1.0003824165e+00
767  2.8505037034e+05   1.0743887619e+00   1.0012036407e+00   1.0025963050e+00    1.0003766607e+00
768  2.8494298873e+05   1.0740341239e+00   1.0011586888e+00   1.0025820081e+00    1.0003735525e+00
769  2.8490980049e+05   1.0737816197e+00   1.0011315504e+00   1.0025520536e+00    1.0003634038e+00
770  2.8465199605e+05   1.0734873051e+00   1.0011028128e+00   1.0024690610e+00    1.0003618373e+00
771  2.8439802674e+05   1.0728446504e+00   1.0010693821e+00   1.0024498385e+00    1.0003550280e+00
772  2.8403382814e+05   1.0727816945e+00   1.0010462097e+00   1.0024220962e+00    1.0003359356e+00
773  2.8323742821e+05   1.0723225332e+00   1.0010095305e+00   1.0024038636e+00    1.0003255028e+00
774  2.8211297633e+05   1.0717860040e+00   1.0009856735e+00   1.0023721884e+00    1.0003190238e+00
775  2.8128937926e+05   1.0716048627e+00   1.0009511663e+00   1.0023658660e+00    1.0003144022e+00
776  2.8106319400e+05   1.0710333343e+00   1.0009363378e+00   1.0022855185e+00    1.0003101171e+00
777  2.8010433816e+05   1.0707430884e+00   1.0009323224e+00   1.0022410219e+00    1.0003002515e+00
778  2.7964354384e+05   1.0703558960e+00   1.0009152653e+00   1.0022122888e+00    1.0002954640e+00
779  2.7887606643e+05   1.0701294090e+00   1.0009123070e+00   1.0021955415e+00    1.0002757900e+00
780  2.7842622416e+05   1.0697654300e+00   1.0008703332e+00   1.0021782357e+00    1.0002704682e+00
781  2.7764506809e+05   1.0691984430e+00   1.0008318381e+00   1.0021454919e+00    1.0002643975e+00
782  2.7745813060e+05   1.0687430563e+00   1.0008109796e+00   1.0021060673e+00    1.0002489515e+00
783  2.7675428413e+05   1.0683712854e+00   1.0007959313e+00   1.0020067979e+00    1.0002388419e+00
784  2.7613974740e+05   1.0682357212e+00   1.0007627254e+00   1.0019524276e+00    1.0002292617e+00
785  2.7594458932e+05   1.0675932268e+00   1.0007575133e+00   1.0018963204e+00    1.0002071094e+00
786  2.7548114506e+05   1.0675663799e+00   1.0007237703e+00   1.0018612375e+00    1.0002026981e+00
787  2.7488965649e+05   1.0672238842e+00   1.0007024067e+00   1.0018569903e+00    1.0001956578e+00
788  2.7433468325e+05   1.0669032290e+00   1.0006517744e+00   1.0017883488e+00    1.0001887435e+00
789  2.7378203556e+05   1.0665500416e+00   1.0006213047e+00   1.0017710380e+00    1.0001808507e+00
790  2.7319890856e+05   1.0660829317e+00   1.0005910406e+00   1.0016981713e+00    1.0001767883e+00
791  2.7277768328e+05   1.0658013411e+00   1.0005618166e+00   1.0016857932e+00    1.0001684214e+00
792  2.7230850365e+05   1.0654902383e+00   1.0005474990e+00   1.0016849930e+00    1.0001615733e+00
793  2.7156582377e+05   1.0649661502e+00   1.0005412635e+00   1.0015978335e+00    1.0001481158e+00
794  2.7139757209e+05   1.0648709108e+00   1.0005327302e+00   1.0015710936e+00    1.0001458094e+00
795  2.7111616716e+05   1.0643387926e+00   1.0005006872e+00   1.0015549651e+00    1.0001366252e+00
796  2.7101958370e+05   1.0643048801e+00   1.0004649980e+00   1.0014840749e+00    1.0001254869e+00
797  2.7051938091e+05   1.0641290099e+00   1.0004363544e+00   1.0014275149e+00    1.0001149458e+00
798  2.6999620822e+05   1.0638252021e+00   1.0004249928e+00   1.0014128224e+00    1.0001094668e+00
799  2.6956542235e+05   1.0636200225e+00   1.0003971596e+00   1.0013751078e+00    1.0001028774e+00
800  2.6920842456e+05   1.0626245611e+00   1.0003797667e+00   1.0013305256e+00    1.0000963087e+00
801  2.6907188175e+05   1.0625330999e+00   1.0003650012e+00   1.0013298813e+00    1.0000901958e+00
802  2.6891942407e+05   1.0620338030e+00   1.0003461703e+00   1.0012953744e+00    1.0000874520e+00
803  2.6865023603e+05   1.0615135432e+00   1.0003435842e+00   1.0012882325e+00    1.0000754343e+00
