k reg psf1 psf5 psf25 
632 3.593156 1.080278 1.095691 1.065038
633 3.577587 1.080003 1.095492 1.064502
634 3.572684 1.079674 1.094593 1.064352
635 3.568514 1.079573 1.094361 1.064188
636 3.540232 1.079352 1.093615 1.064172
637 3.534216 1.078730 1.093294 1.063707
638 3.516243 1.078094 1.092387 1.063681
639 3.509019 1.077248 1.091816 1.063539
640 3.487056 1.076545 1.090763 1.062797
641 3.473332 1.076049 1.090583 1.062566
642 3.466978 1.075865 1.090176 1.062304
643 3.455489 1.075292 1.089393 1.061996
644 3.454239 1.074586 1.089050 1.061110
645 3.443121 1.073923 1.088444 1.061080
646 3.436891 1.073780 1.088138 1.060815
647 3.429486 1.073496 1.087967 1.060194
648 3.390838 1.073241 1.087345 1.060107
649 3.378915 1.072133 1.086842 1.059633
650 3.364528 1.072039 1.086781 1.059278
651 3.353862 1.071647 1.086524 1.059120
652 3.348081 1.071483 1.086175 1.058742
653 3.323036 1.070546 1.085838 1.058681
654 3.313347 1.070427 1.085279 1.058188
655 3.303275 1.070111 1.085046 1.057566
656 3.290679 1.069362 1.084735 1.057201
657 3.278931 1.069074 1.084523 1.056685
658 3.271073 1.068735 1.083822 1.056373
659 3.247786 1.068217 1.083136 1.056071
660 3.225108 1.067612 1.082671 1.055749
661 3.209456 1.067148 1.082248 1.055553
662 3.192396 1.066665 1.081657 1.055254
663 3.188013 1.066372 1.081367 1.055085
664 3.182372 1.066172 1.081268 1.054791
665 3.164334 1.065904 1.080603 1.054712
666 3.158120 1.065500 1.080239 1.054351
667 3.148819 1.065114 1.079183 1.054251
668 3.125248 1.064229 1.079063 1.053783
669 3.120216 1.063881 1.078852 1.053521
670 3.111430 1.063319 1.078457 1.053198
671 3.086784 1.063292 1.077821 1.053021
672 3.076262 1.062925 1.077659 1.052762
673 3.059952 1.061974 1.077179 1.052370
674 3.048221 1.061587 1.076785 1.052244
675 3.044406 1.060971 1.076283 1.051995
676 3.028931 1.060689 1.076080 1.051680
677 3.018118 1.060630 1.076019 1.051608
678 3.001560 1.060266 1.075453 1.050967
679 2.998186 1.059944 1.075206 1.050638
680 2.990745 1.059663 1.074842 1.050547
681 2.980582 1.059240 1.074475 1.050240
682 2.976409 1.059128 1.074105 1.049784
683 2.961992 1.058828 1.073886 1.049303
684 2.960910 1.058618 1.073653 1.049281
685 2.944555 1.058465 1.073095 1.049152
686 2.940617 1.058365 1.072545 1.048745
687 2.921305 1.057784 1.072079 1.048724
688 2.901494 1.056995 1.071800 1.048253
689 2.891950 1.056321 1.071233 1.048136
690 2.880521 1.056141 1.070892 1.047856
691 2.876551 1.055706 1.070061 1.047781
692 2.862811 1.055248 1.069871 1.047312
693 2.848958 1.054634 1.069552 1.047214
694 2.837195 1.054370 1.069431 1.047092
695 2.831294 1.054257 1.068506 1.046825
696 2.822585 1.053982 1.068112 1.046679
697 2.815420 1.053334 1.067427 1.046352
698 2.808869 1.053233 1.066897 1.046082
699 2.790992 1.052629 1.066855 1.046048
700 2.777476 1.052237 1.066603 1.045853
701 2.765740 1.051519 1.066260 1.045323
702 2.746356 1.051263 1.065656 1.045092
703 2.742752 1.050684 1.065086 1.044965
704 2.731749 1.050252 1.064693 1.044347
705 2.723477 1.050175 1.064546 1.044276
706 2.717272 1.049873 1.064154 1.044102
707 2.710931 1.049155 1.063690 1.043683
708 2.705566 1.048730 1.063336 1.043408
709 2.693994 1.048330 1.062749 1.043346
710 2.687736 1.048168 1.062580 1.042585
711 2.674052 1.048007 1.062144 1.042260
712 2.664018 1.047243 1.061575 1.042027
713 2.660893 1.047143 1.061392 1.041607
714 2.652489 1.046648 1.061185 1.041257
715 2.648536 1.046263 1.060940 1.041176
716 2.630904 1.045982 1.060418 1.041052
717 2.624682 1.045776 1.059787 1.040774
718 2.615545 1.045414 1.059648 1.040372
719 2.607947 1.045238 1.059140 1.040281
720 2.600970 1.044933 1.058899 1.039706
721 2.597718 1.044605 1.058385 1.039488
722 2.591509 1.044407 1.058290 1.039185
723 2.582457 1.044267 1.057596 1.038868
724 2.582079 1.043862 1.057182 1.038734
725 2.576645 1.043149 1.056788 1.038544
726 2.562289 1.042911 1.056592 1.038417
727 2.555490 1.042654 1.056431 1.038180
728 2.548394 1.042329 1.055714 1.038057
729 2.542884 1.042197 1.055626 1.037811
730 2.533516 1.041737 1.055265 1.037768
731 2.527380 1.041472 1.055033 1.037585
732 2.514139 1.041165 1.054573 1.037285
733 2.507798 1.040915 1.054053 1.037000
734 2.502314 1.040761 1.053900 1.036720
735 2.497897 1.040683 1.053632 1.036460
736 2.495002 1.039826 1.053225 1.036326
737 2.490182 1.039559 1.052821 1.036098
738 2.485357 1.039300 1.052205 1.035992
739 2.484025 1.038377 1.051538 1.035783
740 2.477519 1.037878 1.050833 1.035292
741 2.469338 1.037737 1.049717 1.035093
742 2.464574 1.037619 1.049330 1.035056
743 2.454275 1.037359 1.049165 1.034769
744 2.450121 1.036974 1.049017 1.034477
745 2.431379 1.036453 1.048870 1.034326
746 2.430373 1.036168 1.048441 1.034037
747 2.425566 1.035874 1.047909 1.033904
748 2.413341 1.035050 1.047545 1.033765
749 2.409330 1.034789 1.046880 1.033471
750 2.401432 1.034637 1.046593 1.033081
751 2.395344 1.034477 1.046389 1.032821
752 2.382481 1.034045 1.046030 1.032782
753 2.373521 1.033664 1.045774 1.032421
754 2.369805 1.033153 1.045390 1.032054
755 2.363997 1.032960 1.044918 1.031796
756 2.351478 1.032821 1.044700 1.031601
757 2.346901 1.032499 1.044497 1.031503
758 2.339775 1.032369 1.044435 1.031474
759 2.324317 1.032001 1.044014 1.031130
760 2.316755 1.031518 1.043994 1.031010
761 2.310881 1.031430 1.043703 1.030796
762 2.299991 1.031063 1.043102 1.030743
763 2.284736 1.030946 1.042890 1.030370
764 2.275681 1.030357 1.042711 1.030217
765 2.270654 1.029996 1.042589 1.029988
766 2.265400 1.029872 1.042131 1.029852
767 2.256688 1.029610 1.041978 1.029668
768 2.255369 1.029295 1.041650 1.029298
769 2.247180 1.029256 1.041173 1.029132
770 2.238586 1.028952 1.040759 1.029070
771 2.233386 1.028512 1.040364 1.028926
772 2.219729 1.028320 1.039978 1.028805
773 2.217829 1.027885 1.039412 1.028537
774 2.206783 1.027471 1.039314 1.028201
775 2.205640 1.027258 1.039093 1.028015
776 2.197155 1.026979 1.038823 1.027930
777 2.189193 1.026585 1.038570 1.027705
778 2.185365 1.026436 1.038135 1.027501
779 2.177874 1.026308 1.037676 1.027309
780 2.176927 1.025966 1.037631 1.027069
781 2.167796 1.025741 1.037263 1.026999
782 2.164015 1.025457 1.036830 1.026838
783 2.161680 1.024993 1.036597 1.026683
784 2.157425 1.024743 1.036312 1.026525
785 2.141296 1.024656 1.035624 1.026386
786 2.135350 1.024167 1.035552 1.026303
787 2.130147 1.024038 1.035408 1.025900
788 2.123493 1.023811 1.034974 1.025625
789 2.117748 1.023683 1.034767 1.025574
790 2.108842 1.023533 1.034431 1.025310
791 2.105618 1.023193 1.034348 1.025186
792 2.095929 1.022696 1.034006 1.025143
793 2.089326 1.022212 1.033825 1.024769
794 2.083701 1.022032 1.033738 1.024262
795 2.078610 1.021492 1.033317 1.023955
796 2.076267 1.021244 1.032985 1.023859
797 2.072721 1.021083 1.032562 1.023818
798 2.071590 1.020629 1.032206 1.023668
799 2.069008 1.020403 1.031882 1.023598
800 2.061528 1.020238 1.031442 1.023234
801 2.055300 1.020025 1.031273 1.023060
802 2.051675 1.019857 1.030633 1.022952
803 2.047284 1.019191 1.030414 1.022654
804 2.044845 1.019012 1.030020 1.022545
805 2.030694 1.018618 1.029877 1.022357
806 2.020414 1.018549 1.029671 1.022273
807 2.014318 1.018391 1.029402 1.022137
808 2.009298 1.018202 1.029053 1.022042
809 2.000168 1.017720 1.028523 1.021957
810 1.998375 1.017170 1.028405 1.021533
811 1.991900 1.016818 1.027598 1.021471
812 1.987224 1.016482 1.027495 1.021234
813 1.983937 1.016329 1.027359 1.021063
814 1.982358 1.016087 1.027232 1.021057
815 1.977238 1.015783 1.027004 1.020840
816 1.966648 1.015487 1.026584 1.020678
817 1.962854 1.015309 1.026528 1.020523
818 1.954086 1.015059 1.026433 1.020313
819 1.946978 1.014568 1.026369 1.019890
820 1.943879 1.014364 1.025975 1.019796
821 1.932436 1.014114 1.025773 1.019651
822 1.928226 1.013877 1.025547 1.019593
823 1.923769 1.013488 1.025166 1.019333
824 1.920194 1.013011 1.025076 1.019229
825 1.914605 1.012881 1.024952 1.018806
826 1.911577 1.012699 1.024749 1.018583
827 1.906514 1.012426 1.024474 1.018363
828 1.903298 1.012225 1.024318 1.018331
829 1.898848 1.012111 1.024106 1.018214
830 1.891321 1.011871 1.023928 1.017919
831 1.887882 1.011727 1.023511 1.017700
832 1.880206 1.011483 1.023241 1.017251
833 1.873872 1.011311 1.023172 1.017208
834 1.869401 1.010914 1.022896 1.016991
835 1.864079 1.010562 1.022359 1.016832
836 1.859700 1.010321 1.022264 1.016233
837 1.854674 1.009828 1.021977 1.016215
838 1.850556 1.009578 1.021935 1.016031
839 1.845195 1.008875 1.021659 1.015967
840 1.844775 1.008739 1.021412 1.015630
841 1.839408 1.008225 1.021208 1.015488
842 1.835165 1.007934 1.020804 1.015332
843 1.823584 1.007802 1.020243 1.015234
844 1.821333 1.007666 1.020140 1.015126
845 1.818581 1.007564 1.019992 1.015041
846 1.812222 1.007477 1.019781 1.014871
847 1.809986 1.007272 1.019469 1.014742
848 1.808028 1.007118 1.019302 1.014664
849 1.805964 1.007079 1.019276 1.014580
850 1.803240 1.006857 1.019070 1.014499
851 1.794453 1.006608 1.018906 1.014235
852 1.793433 1.006113 1.018841 1.014048
853 1.789972 1.005540 1.018602 1.013999
854 1.783974 1.005475 1.018301 1.013818
855 1.780099 1.004900 1.018126 1.013707
856 1.773674 1.004631 1.017725 1.013600
857 1.772032 1.004446 1.017386 1.013494
858 1.769541 1.004061 1.017293 1.013451
859 1.762234 1.003716 1.017138 1.013361
860 1.759659 1.003707 1.016406 1.013237
861 1.759329 1.003306 1.016243 1.013109
862 1.749903 1.003243 1.015986 1.013044
863 1.744965 1.002917 1.015731 1.012788
864 1.741818 1.002714 1.015531 1.012759
865 1.737868 1.002502 1.015028 1.012364
866 1.734447 1.002279 1.014936 1.012196
867 1.730612 1.002052 1.014475 1.012191
868 1.726512 1.001911 1.014285 1.012014
869 1.720774 1.001814 1.014083 1.011945
870 1.716953 1.001634 1.013547 1.011827
871 1.714984 1.001201 1.013395 1.011652
872 1.709562 1.001149 1.013202 1.011624
873 1.703842 1.000803 1.013032 1.011382
874 1.702501 1.000699 1.012929 1.011313
875 1.698168 1.000456 1.012794 1.011272
876 1.697794 1.000048 1.012427 1.011132
877 1.688795 0.999930 1.012328 1.011047
878 1.686457 0.999759 1.012280 1.010823
879 1.682956 0.998971 1.011758 1.010561
880 1.678364 0.998530 1.011597 1.010337
881 1.676924 0.998364 1.011142 1.010112
882 1.672844 0.997905 1.010946 1.009999
883 1.671232 0.997737 1.010835 1.009851
884 1.667657 0.997402 1.010404 1.009672
885 1.665216 0.997202 1.010346 1.009608
886 1.659117 0.997171 1.010189 1.009532
887 1.658629 0.996731 1.009899 1.009394
888 1.655705 0.996612 1.009857 1.009285
889 1.653469 0.996233 1.009592 1.009224
890 1.646083 0.995893 1.009469 1.009204
891 1.643598 0.995274 1.009256 1.009114
892 1.640961 0.994988 1.009139 1.008834
893 1.636684 0.994645 1.008898 1.008663
894 1.632328 0.994516 1.008755 1.008599
895 1.630590 0.994324 1.008629 1.008558
896 1.627858 0.994149 1.008408 1.008386
897 1.627168 0.993554 1.008330 1.008073
898 1.621609 0.992963 1.008045 1.007961
899 1.619284 0.992875 1.007985 1.007887
900 1.617064 0.992695 1.007720 1.007649
901 1.615422 0.992526 1.007616 1.007595
902 1.612376 0.992343 1.007471 1.007558
903 1.610618 0.991476 1.007425 1.007477
904 1.608233 0.991285 1.007073 1.007335
905 1.605839 0.990953 1.006820 1.007003
906 1.604568 0.990341 1.006500 1.006917
907 1.598990 0.989984 1.006439 1.006849
908 1.597337 0.989699 1.006023 1.006795
909 1.593690 0.989400 1.005905 1.006627
910 1.587202 0.988969 1.005502 1.006525
911 1.585424 0.988564 1.005039 1.006453
912 1.584051 0.988224 1.004692 1.006211
913 1.581656 0.988044 1.004498 1.006099
914 1.580186 0.987461 1.004321 1.006054
915 1.576970 0.987012 1.004156 1.005950
916 1.572843 0.986611 1.003846 1.005784
917 1.568909 0.986240 1.003704 1.005713
918 1.566106 0.986085 1.003174 1.005445
919 1.560058 0.985465 1.002922 1.005404
920 1.555966 0.984843 1.002775 1.005250
921 1.552475 0.984822 1.002721 1.005202
922 1.548389 0.984231 1.002393 1.005178
923 1.543107 0.983810 1.002242 1.004894
924 1.538460 0.982814 1.002214 1.004826
925 1.538353 0.982569 1.001863 1.004549
926 1.532810 0.982481 1.001745 1.004429
927 1.531228 0.981452 1.001671 1.004278
928 1.530888 0.981266 1.001575 1.004206
929 1.528282 0.980623 1.001483 1.004124
930 1.520967 0.980324 1.001200 1.004056
931 1.517452 0.980176 1.001162 1.003983
932 1.515161 0.979489 1.000952 1.003877
933 1.513418 0.979216 1.000539 1.003863
934 1.511141 0.978897 1.000378 1.003736
935 1.509698 0.977984 1.000159 1.003586
936 1.507466 0.977630 1.000014 1.003527
937 1.505717 0.977518 0.999678 1.003365
938 1.503626 0.977082 0.999247 1.003295
939 1.501666 0.976429 0.999125 1.003237
940 1.496964 0.976130 0.998638 1.003206
941 1.496022 0.975763 0.998541 1.002983
942 1.494575 0.975081 0.998225 1.002863
943 1.494105 0.974410 0.998078 1.002761
944 1.486522 0.974186 0.997697 1.002733
945 1.485321 0.973931 0.997619 1.002703
946 1.481342 0.973405 0.997450 1.002610
947 1.480990 0.972568 0.997165 1.002481
948 1.477723 0.971798 0.996800 1.002439
949 1.475971 0.971440 0.996610 1.002369
950 1.471224 0.971029 0.996273 1.002146
951 1.468892 0.970874 0.995824 1.002109
952 1.468071 0.970413 0.995481 1.001997
953 1.464048 0.970283 0.995136 1.001916
954 1.462793 0.969811 0.995131 1.001820
955 1.459906 0.969054 0.994875 1.001691
956 1.457554 0.968845 0.994466 1.001563
957 1.453057 0.968481 0.994107 1.001451
958 1.452298 0.967483 0.993441 1.001397
959 1.448678 0.967382 0.993300 1.001326
960 1.447866 0.966511 0.993114 1.001247
961 1.444780 0.966236 0.992740 1.001194
962 1.441242 0.965584 0.992369 1.001053
963 1.441152 0.964403 0.992289 1.001017
964 1.439435 0.963945 0.991777 1.000855
965 1.438790 0.963652 0.991705 1.000763
966 1.435515 0.963135 0.991417 1.000616
967 1.434098 0.963047 0.990922 1.000438
968 1.430286 0.962352 0.990619 1.000381
969 1.429815 0.961975 0.990277 1.000197
970 1.426340 0.960583 0.989809 1.000077
971 1.422000 0.960431 0.989437 0.999928
972 1.416906 0.959157 0.988920 0.999853
973 1.413265 0.958450 0.988192 0.999691
974 1.409849 0.958301 0.988095 0.999629
975 1.407459 0.957648 0.987619 0.999481
976 1.405120 0.957093 0.987235 0.999296
977 1.398266 0.956842 0.986765 0.999265
978 1.396770 0.955276 0.986407 0.999103
979 1.396362 0.954823 0.986092 0.999042
980 1.394287 0.953927 0.985721 0.999014
981 1.392144 0.953575 0.985274 0.998929
982 1.389203 0.952658 0.985169 0.998821
983 1.388000 0.952455 0.984607 0.998751
984 1.383585 0.952074 0.984248 0.998655
985 1.383242 0.951163 0.983772 0.998540
986 1.381164 0.950693 0.983344 0.998452
987 1.380069 0.949941 0.982916 0.998363
988 1.377055 0.948831 0.982380 0.998312
989 1.376186 0.948388 0.982194 0.998202
990 1.375100 0.947766 0.981681 0.998120
991 1.370882 0.947519 0.981409 0.998035
992 1.367349 0.946636 0.981030 0.997913
993 1.365874 0.945901 0.980775 0.997851
994 1.365498 0.945659 0.980686 0.997793
995 1.362993 0.944837 0.980352 0.997651
996 1.360954 0.944671 0.979892 0.997575
997 1.358947 0.944423 0.979733 0.997350
998 1.356924 0.944119 0.979368 0.997318
999 1.352281 0.943350 0.978884 0.997259
1000 1.350734 0.943272 0.978680 0.997047
1001 1.349240 0.943060 0.978623 0.996980
1002 1.346198 0.942889 0.978459 0.996913
1003 1.344512 0.942219 0.977955 0.996839
1004 1.342207 0.941652 0.976996 0.996666
1005 1.341068 0.940367 0.976781 0.996581
1006 1.336756 0.939818 0.976463 0.996451
1007 1.335656 0.939377 0.975835 0.996306
1008 1.333294 0.939019 0.975563 0.996133
1009 1.331907 0.938468 0.975348 0.995835
1010 1.330442 0.937836 0.974528 0.995697
1011 1.328292 0.937260 0.974140 0.995596
1012 1.326832 0.936285 0.973831 0.995479
1013 1.324710 0.935983 0.973394 0.995185
1014 1.323782 0.935546 0.973138 0.995054
1015 1.323304 0.935276 0.972876 0.994874
1016 1.321646 0.934701 0.972240 0.994653
1017 1.320669 0.934363 0.971990 0.994419
1018 1.318108 0.933160 0.971588 0.994280
1019 1.317604 0.932748 0.971246 0.994193
1020 1.316166 0.932552 0.970469 0.993929
1021 1.313148 0.932130 0.969860 0.993828
1022 1.312835 0.931296 0.969599 0.993692
1023 1.309676 0.930717 0.968813 0.993616
1024 1.307342 0.930342 0.968643 0.993244
1025 1.306525 0.929443 0.968032 0.993067
1026 1.305770 0.929133 0.967254 0.993015
1027 1.304945 0.928476 0.966899 0.992875
1028 1.301102 0.927763 0.966475 0.992597
1029 1.299878 0.927505 0.966254 0.992476
1030 1.297626 0.927441 0.965896 0.992337
1031 1.296293 0.926615 0.965719 0.992179
1032 1.295817 0.925972 0.965643 0.991998
1033 1.294883 0.925607 0.965133 0.991870
1034 1.293595 0.925267 0.964948 0.991608
1035 1.291337 0.923404 0.964748 0.991550
1036 1.290710 0.922775 0.964231 0.991409
1037 1.288826 0.922451 0.964021 0.991201
1038 1.287781 0.921666 0.963555 0.990999
1039 1.286644 0.920483 0.962798 0.990698
1040 1.285561 0.920346 0.962313 0.990554
1041 1.282992 0.919593 0.961824 0.990479
1042 1.281563 0.918770 0.961318 0.990063
1043 1.280927 0.918238 0.960704 0.990010
1044 1.278974 0.917889 0.960377 0.989929
1045 1.278508 0.916828 0.960284 0.989786
1046 1.275794 0.916006 0.959483 0.989734
1047 1.275312 0.915396 0.958918 0.989532
1048 1.272171 0.915287 0.958805 0.989332
1049 1.271700 0.915236 0.957993 0.988875
1050 1.270478 0.913555 0.957566 0.988767
1051 1.268719 0.912843 0.956778 0.988650
1052 1.268348 0.911990 0.956736 0.988146
1053 1.266652 0.911357 0.956110 0.988036
1054 1.264479 0.910832 0.955655 0.987937
1055 1.264019 0.910220 0.955513 0.987824
1056 1.262289 0.909468 0.954838 0.987636
1057 1.261664 0.908837 0.954174 0.987368
1058 1.260513 0.908329 0.953844 0.987132
1059 1.259454 0.906492 0.953296 0.986877
1060 1.258300 0.904709 0.952580 0.986417
1061 1.257348 0.904609 0.952343 0.986042
1062 1.256175 0.904061 0.951789 0.985844
1063 1.254566 0.900539 0.950644 0.985636
1064 1.254146 0.900477 0.950533 0.985542
1065 1.253681 0.900198 0.949995 0.985329
1066 1.252114 0.899859 0.949450 0.985276
1067 1.249661 0.898862 0.949288 0.985204
1068 1.248096 0.898571 0.948765 0.984876
1069 1.246631 0.896692 0.948569 0.984482
1070 1.243932 0.895503 0.947845 0.984294
1071 1.242999 0.895428 0.946854 0.984013
1072 1.241234 0.894597 0.946341 0.983870
1073 1.240769 0.894210 0.945413 0.983104
1074 1.240186 0.893781 0.945259 0.982887
1075 1.238622 0.893122 0.944675 0.982685
1076 1.237172 0.892786 0.944353 0.982639
1077 1.236951 0.891810 0.943802 0.982365
1078 1.235851 0.891444 0.942832 0.982176
1079 1.233834 0.890450 0.941733 0.981987
1080 1.233205 0.889920 0.941473 0.981799
1081 1.232017 0.889123 0.939889 0.981430
1082 1.229439 0.888679 0.937854 0.981211
1083 1.229018 0.888196 0.937489 0.980978
1084 1.228519 0.885898 0.936969 0.980582
1085 1.225397 0.885706 0.936656 0.980475
1086 1.224623 0.883856 0.935218 0.980198
1087 1.223303 0.883383 0.934836 0.979789
1088 1.222712 0.882374 0.934131 0.979411
1089 1.221828 0.881611 0.934000 0.979012
1090 1.220138 0.880985 0.933208 0.978838
1091 1.219721 0.880526 0.933124 0.978598
1092 1.218264 0.879574 0.932768 0.978285
1093 1.216837 0.878494 0.932620 0.977758
1094 1.216681 0.878392 0.931479 0.977543
1095 1.215304 0.878082 0.931005 0.977306
1096 1.213359 0.877161 0.930047 0.977260
1097 1.212494 0.876264 0.929472 0.976885
1098 1.211869 0.876054 0.929339 0.976745
1099 1.210013 0.874713 0.929059 0.976236
1100 1.208400 0.871639 0.927714 0.975194
1101 1.207326 0.869373 0.927188 0.975073
1102 1.206314 0.868925 0.926608 0.974716
1103 1.204716 0.868713 0.926391 0.974159
1104 1.204324 0.868260 0.925108 0.973544
1105 1.203240 0.867486 0.924668 0.972873
1106 1.202691 0.866371 0.924109 0.972683
1107 1.199968 0.865615 0.922994 0.972557
1108 1.197157 0.863796 0.922629 0.972346
1109 1.196140 0.862959 0.921882 0.972016
1110 1.193919 0.862538 0.921714 0.971804
1111 1.191800 0.860934 0.921253 0.971496
1112 1.189669 0.860196 0.920228 0.971138
1113 1.189345 0.859825 0.919769 0.971090
1114 1.188343 0.858771 0.919040 0.970846
1115 1.187634 0.858375 0.918040 0.970737
1116 1.186387 0.858042 0.917633 0.970399
1117 1.185105 0.857425 0.917328 0.970213
1118 1.184030 0.857159 0.916631 0.969725
1119 1.183208 0.856581 0.916224 0.969595
1120 1.182252 0.855356 0.915101 0.969242
1121 1.180685 0.853956 0.914859 0.969173
1122 1.179600 0.852433 0.913853 0.968512
1123 1.178809 0.851221 0.913414 0.968119
1124 1.176836 0.850342 0.912856 0.967184
1125 1.175934 0.849982 0.912161 0.966536
1126 1.175325 0.848797 0.911550 0.966418
1127 1.174051 0.848246 0.911229 0.965892
1128 1.173664 0.846055 0.908672 0.965799
1129 1.172749 0.844107 0.907689 0.965379
1130 1.172069 0.843963 0.907488 0.964932
1131 1.170292 0.843189 0.906708 0.964726
1132 1.169925 0.842628 0.905988 0.964517
1133 1.168720 0.841610 0.905710 0.964374
1134 1.168203 0.840375 0.905242 0.962668
1135 1.167446 0.839522 0.904254 0.962386
1136 1.167071 0.838076 0.903395 0.962060
1137 1.166556 0.836218 0.902624 0.961888
1138 1.166221 0.835693 0.902122 0.961092
1139 1.165308 0.835237 0.901289 0.960897
1140 1.163437 0.834864 0.900835 0.960359
1141 1.162319 0.833877 0.900182 0.960205
1142 1.161563 0.832039 0.899783 0.959782
1143 1.160927 0.831931 0.899220 0.959696
1144 1.158991 0.830698 0.898968 0.959471
1145 1.158031 0.829913 0.898389 0.958749
1146 1.157791 0.826738 0.895988 0.958496
1147 1.157470 0.823789 0.895464 0.957928
1148 1.156157 0.823163 0.894520 0.956773
1149 1.154702 0.822618 0.894378 0.955806
1150 1.153886 0.821306 0.893430 0.954835
1151 1.153422 0.818588 0.892937 0.954666
1152 1.152890 0.818016 0.892004 0.954454
1153 1.151962 0.817280 0.891392 0.953280
1154 1.150668 0.815778 0.889903 0.953034
1155 1.150016 0.814639 0.889258 0.952687
1156 1.148647 0.813967 0.889095 0.952576
1157 1.148342 0.812731 0.888534 0.952195
1158 1.147179 0.810949 0.887155 0.951994
1159 1.146172 0.809706 0.886779 0.951858
1160 1.145251 0.809490 0.885750 0.951570
1161 1.143782 0.809107 0.885399 0.950572
1162 1.142884 0.807439 0.884407 0.949761
1163 1.142053 0.806138 0.883249 0.949173
1164 1.140945 0.805636 0.881046 0.948017
1165 1.139691 0.803938 0.878064 0.947833
1166 1.137733 0.803528 0.877003 0.947377
1167 1.136871 0.803024 0.876193 0.946522
1168 1.135180 0.802156 0.875975 0.946433
1169 1.134850 0.801720 0.873691 0.945878
1170 1.133951 0.801069 0.873292 0.945792
1171 1.133019 0.800377 0.871927 0.945333
1172 1.132245 0.799196 0.871731 0.944667
1173 1.131612 0.798224 0.868533 0.944521
1174 1.131295 0.796736 0.868147 0.943491
1175 1.129735 0.795918 0.867279 0.942807
1176 1.129384 0.795309 0.867235 0.942695
1177 1.128423 0.793687 0.866496 0.942347
1178 1.125559 0.793363 0.864299 0.941088
1179 1.124894 0.791230 0.863592 0.940392
1180 1.123967 0.790792 0.862592 0.940085
1181 1.123871 0.789727 0.861781 0.939709
1182 1.123527 0.789066 0.860732 0.939349
1183 1.123283 0.788363 0.860622 0.938679
1184 1.121032 0.786565 0.859594 0.938236
1185 1.119678 0.784976 0.857709 0.937780
1186 1.119145 0.783864 0.855494 0.937587
1187 1.118994 0.781114 0.854757 0.937247
1188 1.117095 0.780694 0.854535 0.936374
1189 1.115608 0.780642 0.853219 0.935837
1190 1.115498 0.779639 0.852297 0.935333
1191 1.115091 0.778973 0.851545 0.935224
1192 1.113067 0.778825 0.851214 0.933987
1193 1.111638 0.776748 0.849813 0.933459
1194 1.111606 0.775922 0.849256 0.932355
1195 1.111081 0.775147 0.847727 0.931913
1196 1.108888 0.772481 0.845968 0.931672
1197 1.108469 0.769294 0.844635 0.930935
1198 1.108383 0.769253 0.843688 0.930750
1199 1.106931 0.767464 0.843214 0.929839
1200 1.106136 0.767384 0.842055 0.928777
1201 1.105350 0.765578 0.840468 0.928357
1202 1.103168 0.765553 0.838821 0.927626
1203 1.102431 0.763772 0.837216 0.927496
1204 1.102377 0.762726 0.835551 0.927315
1205 1.102154 0.762423 0.834337 0.927046
1206 1.100761 0.759719 0.834112 0.926255
1207 1.099845 0.759039 0.831921 0.924234
1208 1.099629 0.756927 0.830788 0.921537
1209 1.098746 0.753903 0.830231 0.921152
1210 1.097702 0.753451 0.826646 0.920508
1211 1.097412 0.751994 0.824221 0.920493
1212 1.096979 0.750352 0.823994 0.920309
1213 1.096254 0.749129 0.822560 0.919844
1214 1.095113 0.748880 0.819442 0.919471
1215 1.093824 0.748104 0.819131 0.918439
1216 1.093305 0.744527 0.817251 0.917743
1217 1.093109 0.744303 0.816652 0.917108
1218 1.092812 0.742693 0.816550 0.916267
1219 1.092213 0.742006 0.814611 0.915675
1220 1.090133 0.740797 0.813857 0.914831
1221 1.087026 0.739470 0.812746 0.914519
1222 1.085754 0.738909 0.812265 0.914427
1223 1.085182 0.734530 0.810106 0.913691
1224 1.084966 0.733244 0.809272 0.912950
1225 1.084745 0.732827 0.806453 0.912364
1226 1.084229 0.731298 0.806016 0.912019
1227 1.084022 0.730385 0.804474 0.910762
1228 1.083823 0.730170 0.803489 0.909130
1229 1.083085 0.729007 0.802545 0.908204
1230 1.080833 0.728730 0.802181 0.907932
1231 1.079407 0.728296 0.800729 0.906657
1232 1.078940 0.728131 0.799862 0.905633
1233 1.078262 0.726303 0.799717 0.901796
1234 1.077728 0.723909 0.795706 0.901170
1235 1.076753 0.722579 0.794619 0.900757
1236 1.076440 0.722546 0.793451 0.900088
1237 1.074084 0.721144 0.791461 0.899153
1238 1.074015 0.720261 0.790866 0.897961
1239 1.073863 0.718606 0.788978 0.897017
1240 1.073609 0.718411 0.788193 0.896135
1241 1.072278 0.717153 0.786520 0.894585
1242 1.072118 0.712534 0.785226 0.892901
1243 1.071788 0.712457 0.782748 0.891147
1244 1.071431 0.710800 0.781091 0.890201
1245 1.069699 0.710338 0.778491 0.888929
1246 1.069239 0.710205 0.776121 0.887589
1247 1.068867 0.709520 0.775551 0.887436
1248 1.068589 0.708384 0.774706 0.886762
1249 1.067832 0.706581 0.773836 0.885056
1250 1.067591 0.704949 0.770858 0.883112
1251 1.066300 0.704831 0.769691 0.881452
1252 1.066070 0.702687 0.767422 0.879448
1253 1.064879 0.702543 0.766343 0.879194
1254 1.064494 0.699927 0.765869 0.878960
1255 1.063537 0.698529 0.763578 0.877981
