0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 8.299694591599957594e-01
1.000000000000000000e+01 6.917434928380064019e-01
1.500000000000000000e+01 5.778543205412354222e-01
2.000000000000000000e+01 4.420540022965870341e-01
2.500000000000000000e+01 3.367214725866895519e-01
3.000000000000000000e+01 2.556884236162341728e-01
3.500000000000000000e+01 1.874858635422886333e-01
4.000000000000000000e+01 1.324686723283798884e-01
4.500000000000000000e+01 9.151864218858266065e-02
5.000000000000000000e+01 6.838852386114713244e-02
5.500000000000000000e+01 4.624069437169042035e-02
6.000000000000000000e+01 3.574194902187890349e-02
6.500000000000000000e+01 2.658986906895764030e-02
7.000000000000000000e+01 1.980182484585243929e-02
7.500000000000000000e+01 1.450631668282711950e-02
8.000000000000000000e+01 9.591087070197814451e-03
8.500000000000000000e+01 6.108460380397379846e-03
9.000000000000000000e+01 3.495551896940688776e-03
9.500000000000000000e+01 2.397829440875128264e-03
1.000000000000000000e+02 1.746685319133830464e-03
1.050000000000000000e+02 1.287560135232959689e-03
1.100000000000000000e+02 8.194548789817870460e-04
1.150000000000000000e+02 4.827046987279698842e-04
1.200000000000000000e+02 3.283195423980508291e-04
1.250000000000000000e+02 2.224490788747514000e-04
1.300000000000000000e+02 1.376097207905501200e-04
1.350000000000000000e+02 9.005524716789798300e-05
1.400000000000000000e+02 6.752147587068266840e-05
1.450000000000000000e+02 5.204358338801367488e-05
1.500000000000000000e+02 4.067645879816486642e-05
1.550000000000000000e+02 3.155807736703503162e-05
1.600000000000000000e+02 2.315555157510096638e-05
1.650000000000000000e+02 1.687665631443125778e-05
1.700000000000000000e+02 1.082690553089477765e-05
1.750000000000000000e+02 7.031459097750430215e-06
1.800000000000000000e+02 4.478875237156128788e-06
1.850000000000000000e+02 3.045224266006871360e-06
1.900000000000000000e+02 1.853381723350745961e-06
1.950000000000000000e+02 1.319015187172134379e-06
2.000000000000000000e+02 1.029884219565340613e-06
2.050000000000000000e+02 7.927862329413940955e-07
2.100000000000000000e+02 5.693209075843901853e-07
2.150000000000000000e+02 4.002945109487116770e-07
2.200000000000000000e+02 2.920254856354570692e-07
2.250000000000000000e+02 1.679664962389895877e-07
2.300000000000000000e+02 1.125923814990491799e-07
2.350000000000000000e+02 7.777347670588068746e-08
2.400000000000000000e+02 5.755881354969158941e-08
2.450000000000000000e+02 4.234653769935870522e-08
2.500000000000000000e+02 3.264713860762233927e-08
2.550000000000000000e+02 2.154445937195369199e-08
2.600000000000000000e+02 1.387334549745198312e-08
2.650000000000000000e+02 8.975989656879781542e-09
2.700000000000000000e+02 4.883185257961267742e-09
2.750000000000000000e+02 2.530405894474185031e-09
2.800000000000000000e+02 1.487995125718128561e-09
2.850000000000000000e+02 8.878581783711217608e-10
2.900000000000000000e+02 4.794444117587647054e-10
2.950000000000000000e+02 2.676419596063384004e-10
3.000000000000000000e+02 1.436152526294535981e-10
3.050000000000000000e+02 9.719664684398171098e-11
3.100000000000000000e+02 6.014446038013572430e-11
3.150000000000000000e+02 3.961440336280343436e-11
3.200000000000000000e+02 2.190712377935605894e-11
