k    none    reg    psf1      psf5      psf25
1325  2.0396493335e+00   1.0000008478e+00   1.0103099954e+00   1.0082560837e+00    1.0027430702e+00
1330  2.0370391305e+00   1.0000008104e+00   1.0102630029e+00   1.0081942840e+00    1.0027200201e+00
1335  2.0339578159e+00   1.0000007713e+00   1.0102055890e+00   1.0081351346e+00    1.0027033939e+00
1340  2.0309562809e+00   1.0000007337e+00   1.0101328746e+00   1.0080774806e+00    1.0026810092e+00
1345  2.0274465685e+00   1.0000006934e+00   1.0100487952e+00   1.0080287274e+00    1.0026572112e+00
1350  2.0233401230e+00   1.0000006669e+00   1.0099892150e+00   1.0079615210e+00    1.0026336260e+00
1355  2.0196273516e+00   1.0000006442e+00   1.0099304409e+00   1.0079071906e+00    1.0026164759e+00
1360  2.0189983737e+00   1.0000006110e+00   1.0098471669e+00   1.0078486841e+00    1.0025990048e+00
1365  2.0155727408e+00   1.0000005816e+00   1.0097805206e+00   1.0077872256e+00    1.0025781975e+00
1370  2.0124081913e+00   1.0000005551e+00   1.0097210234e+00   1.0077302266e+00    1.0025573456e+00
1375  2.0105222200e+00   1.0000005281e+00   1.0096490023e+00   1.0076808198e+00    1.0025423843e+00
1380  2.0078804325e+00   1.0000005083e+00   1.0095856240e+00   1.0076186463e+00    1.0025166290e+00
1385  2.0054682047e+00   1.0000004888e+00   1.0095147636e+00   1.0075678798e+00    1.0024991082e+00
1390  2.0019852790e+00   1.0000004638e+00   1.0094501862e+00   1.0075199789e+00    1.0024757496e+00
1395  1.9987368870e+00   1.0000004496e+00   1.0094022592e+00   1.0074604242e+00    1.0024587226e+00
1400  1.9969950653e+00   1.0000004219e+00   1.0093327268e+00   1.0074130882e+00    1.0024418123e+00
1405  1.9955604222e+00   1.0000004022e+00   1.0092768810e+00   1.0073709583e+00    1.0024223009e+00
1410  1.9923859226e+00   1.0000003878e+00   1.0092122560e+00   1.0073174702e+00    1.0024049257e+00
1415  1.9900462572e+00   1.0000003682e+00   1.0091605822e+00   1.0072667630e+00    1.0023849237e+00
1420  1.9882625532e+00   1.0000003567e+00   1.0090942199e+00   1.0072181399e+00    1.0023629185e+00
1425  1.9839228172e+00   1.0000003395e+00   1.0090343765e+00   1.0071655537e+00    1.0023438139e+00
1430  1.9815486679e+00   1.0000003258e+00   1.0089706114e+00   1.0071069244e+00    1.0023267650e+00
1435  1.9800831341e+00   1.0000003115e+00   1.0089138619e+00   1.0070622656e+00    1.0023048343e+00
1440  1.9780875280e+00   1.0000002941e+00   1.0088512890e+00   1.0070222416e+00    1.0022855467e+00
1445  1.9756690792e+00   1.0000002820e+00   1.0087914290e+00   1.0069826379e+00    1.0022680124e+00
1450  1.9729098967e+00   1.0000002685e+00   1.0087354910e+00   1.0069271186e+00    1.0022520519e+00
1455  1.9710879060e+00   1.0000002552e+00   1.0086741764e+00   1.0068918075e+00    1.0022290012e+00
1460  1.9684633115e+00   1.0000002457e+00   1.0086238338e+00   1.0068478000e+00    1.0022186634e+00
1465  1.9642330165e+00   1.0000002349e+00   1.0085551782e+00   1.0068053103e+00    1.0021969606e+00
1470  1.9589635635e+00   1.0000002236e+00   1.0085005069e+00   1.0067652252e+00    1.0021810204e+00
1475  1.9555733577e+00   1.0000002137e+00   1.0084489250e+00   1.0067160884e+00    1.0021614288e+00
1480  1.9537926860e+00   1.0000002037e+00   1.0083880464e+00   1.0066632753e+00    1.0021397301e+00
1485  1.9511271321e+00   1.0000001977e+00   1.0083402942e+00   1.0066283603e+00    1.0021269428e+00
1490  1.9491742533e+00   1.0000001872e+00   1.0082834997e+00   1.0065837505e+00    1.0021134151e+00
1495  1.9467610128e+00   1.0000001813e+00   1.0082066785e+00   1.0065384355e+00    1.0020937089e+00
1500  1.9445187674e+00   1.0000001711e+00   1.0081646303e+00   1.0064888377e+00    1.0020757656e+00
1505  1.9416828931e+00   1.0000001645e+00   1.0081054370e+00   1.0064500379e+00    1.0020578680e+00
1510  1.9385501943e+00   1.0000001587e+00   1.0080560892e+00   1.0064019097e+00    1.0020476314e+00
1515  1.9351835100e+00   1.0000001530e+00   1.0079966633e+00   1.0063567058e+00    1.0020299565e+00
1520  1.9318483912e+00   1.0000001451e+00   1.0079418564e+00   1.0063155530e+00    1.0020127082e+00
1525  1.9268537863e+00   1.0000001394e+00   1.0078987437e+00   1.0062707931e+00    1.0020000017e+00
1530  1.9229647294e+00   1.0000001336e+00   1.0078401758e+00   1.0062204628e+00    1.0019888360e+00
1535  1.9208395836e+00   1.0000001259e+00   1.0077842646e+00   1.0061763522e+00    1.0019710504e+00
1540  1.9170754921e+00   1.0000001216e+00   1.0077410388e+00   1.0061350337e+00    1.0019529906e+00
1545  1.9138119952e+00   1.0000001159e+00   1.0076921148e+00   1.0060959502e+00    1.0019351580e+00
1550  1.9124872377e+00   1.0000001115e+00   1.0076477152e+00   1.0060569208e+00    1.0019216206e+00
1555  1.9098240375e+00   1.0000001070e+00   1.0075980413e+00   1.0060241736e+00    1.0019084799e+00
1560  1.9076866878e+00   1.0000001021e+00   1.0075532648e+00   1.0059908588e+00    1.0018969423e+00
1565  1.9043050930e+00   1.0000000979e+00   1.0074854703e+00   1.0059478856e+00    1.0018778853e+00
1570  1.9014005888e+00   1.0000000916e+00   1.0074394291e+00   1.0058992675e+00    1.0018642631e+00
1575  1.8988562694e+00   1.0000000891e+00   1.0073887512e+00   1.0058600970e+00    1.0018523733e+00
1580  1.8963789636e+00   1.0000000844e+00   1.0073429895e+00   1.0058219227e+00    1.0018384787e+00
1585  1.8925566508e+00   1.0000000813e+00   1.0072859335e+00   1.0057840399e+00    1.0018250772e+00
1590  1.8901354332e+00   1.0000000775e+00   1.0072365640e+00   1.0057637882e+00    1.0018114437e+00
1595  1.8877976203e+00   1.0000000751e+00   1.0071876094e+00   1.0057115093e+00    1.0017990173e+00
1600  1.8851147473e+00   1.0000000716e+00   1.0071310294e+00   1.0056806468e+00    1.0017861321e+00
1605  1.8820780689e+00   1.0000000693e+00   1.0070819843e+00   1.0056404439e+00    1.0017749401e+00
1610  1.8802921792e+00   1.0000000665e+00   1.0070334612e+00   1.0055963326e+00    1.0017593182e+00
1615  1.8781874750e+00   1.0000000635e+00   1.0069930699e+00   1.0055604232e+00    1.0017486518e+00
1620  1.8765435797e+00   1.0000000609e+00   1.0069477084e+00   1.0055311019e+00    1.0017359903e+00
1625  1.8723048236e+00   1.0000000584e+00   1.0069023956e+00   1.0054892638e+00    1.0017269645e+00
1630  1.8691544162e+00   1.0000000565e+00   1.0068621191e+00   1.0054563436e+00    1.0017128461e+00
1635  1.8674045267e+00   1.0000000538e+00   1.0068219020e+00   1.0054199020e+00    1.0016993070e+00
1640  1.8657286701e+00   1.0000000516e+00   1.0067750933e+00   1.0053846257e+00    1.0016877936e+00
1645  1.8624171848e+00   1.0000000498e+00   1.0067334819e+00   1.0053483332e+00    1.0016747220e+00
1650  1.8594248481e+00   1.0000000472e+00   1.0066895407e+00   1.0053104067e+00    1.0016613255e+00
1655  1.8574959786e+00   1.0000000454e+00   1.0066418471e+00   1.0052692371e+00    1.0016529609e+00
1660  1.8565215962e+00   1.0000000438e+00   1.0065849048e+00   1.0052339053e+00    1.0016383081e+00
1665  1.8526962470e+00   1.0000000423e+00   1.0065463827e+00   1.0051993341e+00    1.0016278725e+00
1670  1.8511207928e+00   1.0000000401e+00   1.0064992356e+00   1.0051700598e+00    1.0016151064e+00
1675  1.8491852122e+00   1.0000000384e+00   1.0064613246e+00   1.0051347610e+00    1.0016051597e+00
1680  1.8465221019e+00   1.0000000371e+00   1.0064108542e+00   1.0051008479e+00    1.0015899356e+00
1685  1.8442107309e+00   1.0000000358e+00   1.0063647770e+00   1.0050697590e+00    1.0015765234e+00
1690  1.8411801217e+00   1.0000000341e+00   1.0063220668e+00   1.0050404576e+00    1.0015644709e+00
1695  1.8381633700e+00   1.0000000326e+00   1.0062830793e+00   1.0050106252e+00    1.0015539392e+00
1700  1.8359300839e+00   1.0000000313e+00   1.0062383607e+00   1.0049750213e+00    1.0015414930e+00
1705  1.8339450441e+00   1.0000000300e+00   1.0061928696e+00   1.0049468891e+00    1.0015291871e+00
1710  1.8312358897e+00   1.0000000287e+00   1.0061552510e+00   1.0049104611e+00    1.0015202201e+00
1715  1.8294308690e+00   1.0000000273e+00   1.0061128351e+00   1.0048833953e+00    1.0015098404e+00
1720  1.8270380465e+00   1.0000000264e+00   1.0060708124e+00   1.0048491001e+00    1.0014999731e+00
1725  1.8225718390e+00   1.0000000255e+00   1.0060319639e+00   1.0048108648e+00    1.0014870831e+00
1730  1.8201792665e+00   1.0000000245e+00   1.0059903747e+00   1.0047873771e+00    1.0014787069e+00
1735  1.8181218983e+00   1.0000000237e+00   1.0059348332e+00   1.0047477894e+00    1.0014684654e+00
1740  1.8158738263e+00   1.0000000226e+00   1.0059032286e+00   1.0047154683e+00    1.0014598871e+00
1745  1.8137375695e+00   1.0000000219e+00   1.0058671711e+00   1.0046880623e+00    1.0014502530e+00
1750  1.8114284953e+00   1.0000000209e+00   1.0058163288e+00   1.0046525543e+00    1.0014394461e+00
1755  1.8097476801e+00   1.0000000202e+00   1.0057839614e+00   1.0046318895e+00    1.0014288293e+00
1760  1.8074639624e+00   1.0000000193e+00   1.0057437677e+00   1.0045965250e+00    1.0014150143e+00
1765  1.8057188376e+00   1.0000000187e+00   1.0057007665e+00   1.0045621143e+00    1.0014094415e+00
1770  1.8024052132e+00   1.0000000180e+00   1.0056640113e+00   1.0045284171e+00    1.0013976250e+00
1775  1.8006964284e+00   1.0000000175e+00   1.0056305257e+00   1.0045046428e+00    1.0013884088e+00
1780  1.7985076842e+00   1.0000000167e+00   1.0055937598e+00   1.0044763514e+00    1.0013770610e+00
1785  1.7971470097e+00   1.0000000159e+00   1.0055565115e+00   1.0044429063e+00    1.0013690031e+00
1790  1.7956388908e+00   1.0000000154e+00   1.0055157233e+00   1.0044137530e+00    1.0013578157e+00
1795  1.7937360910e+00   1.0000000149e+00   1.0054849991e+00   1.0043798839e+00    1.0013482404e+00
1800  1.7917463167e+00   1.0000000143e+00   1.0054441790e+00   1.0043665011e+00    1.0013390856e+00
1805  1.7896843640e+00   1.0000000138e+00   1.0054091876e+00   1.0043198168e+00    1.0013310280e+00
1810  1.7863221003e+00   1.0000000131e+00   1.0053744691e+00   1.0042968672e+00    1.0013200859e+00
1815  1.7841270140e+00   1.0000000126e+00   1.0053255903e+00   1.0042719699e+00    1.0013125526e+00
1820  1.7819079390e+00   1.0000000121e+00   1.0052877434e+00   1.0042377113e+00    1.0013023369e+00
1825  1.7802166587e+00   1.0000000117e+00   1.0052620278e+00   1.0042114432e+00    1.0012926676e+00
1830  1.7781294312e+00   1.0000000113e+00   1.0052268151e+00   1.0041885713e+00    1.0012848836e+00
1835  1.7763003906e+00   1.0000000109e+00   1.0051842012e+00   1.0041568325e+00    1.0012771434e+00
1840  1.7725428469e+00   1.0000000105e+00   1.0051539497e+00   1.0041290311e+00    1.0012696911e+00
1845  1.7695025387e+00   1.0000000100e+00   1.0051107221e+00   1.0041078221e+00    1.0012600795e+00
1850  1.7671738871e+00   1.0000000097e+00   1.0050795400e+00   1.0040782421e+00    1.0012505811e+00
1855  1.7637690942e+00   1.0000000093e+00   1.0050571059e+00   1.0040585076e+00    1.0012406194e+00
1860  1.7626829424e+00   1.0000000090e+00   1.0050174179e+00   1.0040325967e+00    1.0012338721e+00
1865  1.7608864609e+00   1.0000000086e+00   1.0049851775e+00   1.0040059600e+00    1.0012262408e+00
1870  1.7579572353e+00   1.0000000083e+00   1.0049413363e+00   1.0039772486e+00    1.0012165929e+00
1875  1.7559928017e+00   1.0000000080e+00   1.0049075584e+00   1.0039588342e+00    1.0012083331e+00
1880  1.7529490419e+00   1.0000000077e+00   1.0048752556e+00   1.0039265723e+00    1.0012002647e+00
1885  1.7509929889e+00   1.0000000074e+00   1.0048486994e+00   1.0038978899e+00    1.0011896260e+00
1890  1.7483232711e+00   1.0000000071e+00   1.0048045585e+00   1.0038686602e+00    1.0011812649e+00
1895  1.7469251186e+00   1.0000000068e+00   1.0047792640e+00   1.0038475782e+00    1.0011744624e+00
1900  1.7447403340e+00   1.0000000066e+00   1.0047504631e+00   1.0038186952e+00    1.0011668097e+00
1905  1.7429447677e+00   1.0000000064e+00   1.0047137243e+00   1.0037902596e+00    1.0011590407e+00
1910  1.7405037298e+00   1.0000000061e+00   1.0046847762e+00   1.0037649046e+00    1.0011513572e+00
1915  1.7384953270e+00   1.0000000059e+00   1.0046481401e+00   1.0037382544e+00    1.0011419555e+00
1920  1.7366605090e+00   1.0000000058e+00   1.0046190585e+00   1.0037142496e+00    1.0011340356e+00
1925  1.7338825027e+00   1.0000000055e+00   1.0045805479e+00   1.0036962899e+00    1.0011247213e+00
1930  1.7316273243e+00   1.0000000053e+00   1.0045478461e+00   1.0036680814e+00    1.0011190659e+00
1935  1.7280973525e+00   1.0000000051e+00   1.0045186024e+00   1.0036533053e+00    1.0011114763e+00
1940  1.7266990308e+00   1.0000000049e+00   1.0044830427e+00   1.0036236559e+00    1.0011028063e+00
1945  1.7237685619e+00   1.0000000047e+00   1.0044532300e+00   1.0036057467e+00    1.0010960227e+00
1950  1.7202790178e+00   1.0000000045e+00   1.0044298623e+00   1.0035801132e+00    1.0010897644e+00
1955  1.7188583368e+00   1.0000000043e+00   1.0044020054e+00   1.0035527106e+00    1.0010816592e+00
1960  1.7159435364e+00   1.0000000042e+00   1.0043715295e+00   1.0035254962e+00    1.0010749772e+00
1965  1.7136572298e+00   1.0000000041e+00   1.0043381239e+00   1.0035037242e+00    1.0010665482e+00
1970  1.7123005884e+00   1.0000000039e+00   1.0043042179e+00   1.0034783457e+00    1.0010606940e+00
1975  1.7093223010e+00   1.0000000038e+00   1.0042771954e+00   1.0034574008e+00    1.0010539165e+00
1980  1.7060795914e+00   1.0000000037e+00   1.0042517787e+00   1.0034324430e+00    1.0010460523e+00
1985  1.7039041571e+00   1.0000000035e+00   1.0042179284e+00   1.0034126273e+00    1.0010369473e+00
1990  1.7020632936e+00   1.0000000034e+00   1.0041899200e+00   1.0033881196e+00    1.0010296727e+00
1995  1.7007224862e+00   1.0000000033e+00   1.0041630733e+00   1.0033707249e+00    1.0010230339e+00
2000  1.6991787093e+00   1.0000000031e+00   1.0041243980e+00   1.0033436238e+00    1.0010166436e+00
2005  1.6967187128e+00   1.0000000030e+00   1.0041056803e+00   1.0033222331e+00    1.0010095378e+00
2010  1.6946114577e+00   1.0000000029e+00   1.0040797923e+00   1.0032984151e+00    1.0010032757e+00
2015  1.6907457512e+00   1.0000000028e+00   1.0040489356e+00   1.0032791170e+00    1.0009960879e+00
2020  1.6874584604e+00   1.0000000027e+00   1.0040212544e+00   1.0032587477e+00    1.0009890445e+00
2025  1.6853997276e+00   1.0000000026e+00   1.0039923277e+00   1.0032328548e+00    1.0009814001e+00
2030  1.6810802193e+00   1.0000000025e+00   1.0039591388e+00   1.0032145682e+00    1.0009747732e+00
2035  1.6800967506e+00   1.0000000024e+00   1.0039360896e+00   1.0031899558e+00    1.0009660621e+00
2040  1.6780142786e+00   1.0000000023e+00   1.0039064156e+00   1.0031674507e+00    1.0009608461e+00
2045  1.6751136684e+00   1.0000000022e+00   1.0038796478e+00   1.0031474550e+00    1.0009551647e+00
2050  1.6729605896e+00   1.0000000022e+00   1.0038527161e+00   1.0031275480e+00    1.0009476787e+00
2055  1.6707618102e+00   1.0000000021e+00   1.0038278420e+00   1.0031026197e+00    1.0009422646e+00
2060  1.6687156889e+00   1.0000000020e+00   1.0038020820e+00   1.0030847862e+00    1.0009357276e+00
2065  1.6663832996e+00   1.0000000019e+00   1.0037757437e+00   1.0030633205e+00    1.0009285380e+00
2070  1.6637226453e+00   1.0000000019e+00   1.0037535908e+00   1.0030427058e+00    1.0009234932e+00
2075  1.6615625543e+00   1.0000000018e+00   1.0037219003e+00   1.0030270255e+00    1.0009175753e+00
2080  1.6597588476e+00   1.0000000018e+00   1.0036928457e+00   1.0030069870e+00    1.0009103436e+00
2085  1.6578637716e+00   1.0000000017e+00   1.0036742974e+00   1.0029860080e+00    1.0009043432e+00
2090  1.6557126708e+00   1.0000000016e+00   1.0036466068e+00   1.0029647478e+00    1.0008982037e+00
2095  1.6538256144e+00   1.0000000016e+00   1.0036211110e+00   1.0029450028e+00    1.0008905778e+00
2100  1.6515098986e+00   1.0000000015e+00   1.0035929541e+00   1.0029261717e+00    1.0008859599e+00
2105  1.6495373768e+00   1.0000000015e+00   1.0035675466e+00   1.0029108431e+00    1.0008794385e+00
2110  1.6476039835e+00   1.0000000014e+00   1.0035442924e+00   1.0028915210e+00    1.0008730953e+00
2115  1.6454839640e+00   1.0000000014e+00   1.0035216091e+00   1.0028750344e+00    1.0008679702e+00
2120  1.6435195411e+00   1.0000000013e+00   1.0034966753e+00   1.0028589237e+00    1.0008599781e+00
2125  1.6413445016e+00   1.0000000013e+00   1.0034744998e+00   1.0028366821e+00    1.0008541893e+00
2130  1.6390872235e+00   1.0000000012e+00   1.0034463578e+00   1.0028168296e+00    1.0008497746e+00
2135  1.6367493937e+00   1.0000000012e+00   1.0034291129e+00   1.0027996860e+00    1.0008440493e+00
2140  1.6348995680e+00   1.0000000011e+00   1.0034074680e+00   1.0027797472e+00    1.0008392471e+00
2145  1.6330089862e+00   1.0000000011e+00   1.0033849143e+00   1.0027607477e+00    1.0008339167e+00
2150  1.6306675499e+00   1.0000000011e+00   1.0033514306e+00   1.0027430014e+00    1.0008265629e+00
2155  1.6284498034e+00   1.0000000010e+00   1.0033266610e+00   1.0027255261e+00    1.0008211553e+00
2160  1.6271734904e+00   1.0000000010e+00   1.0033066127e+00   1.0027063059e+00    1.0008160523e+00
2165  1.6244369702e+00   1.0000000010e+00   1.0032849281e+00   1.0026849433e+00    1.0008116146e+00
2170  1.6221301493e+00   1.0000000009e+00   1.0032652838e+00   1.0026671551e+00    1.0008062892e+00
2175  1.6206469335e+00   1.0000000009e+00   1.0032369095e+00   1.0026484848e+00    1.0008007073e+00
2180  1.6177067930e+00   1.0000000009e+00   1.0032162059e+00   1.0026333861e+00    1.0007963959e+00
2185  1.6163937894e+00   1.0000000008e+00   1.0031905737e+00   1.0026136242e+00    1.0007899241e+00
2190  1.6140564811e+00   1.0000000008e+00   1.0031675205e+00   1.0025904495e+00    1.0007847660e+00
2195  1.6125247922e+00   1.0000000008e+00   1.0031499219e+00   1.0025739802e+00    1.0007807450e+00
2200  1.6097932754e+00   1.0000000007e+00   1.0031254742e+00   1.0025583575e+00    1.0007745598e+00
2205  1.6075764464e+00   1.0000000007e+00   1.0030990401e+00   1.0025423169e+00    1.0007689649e+00
2210  1.6058318093e+00   1.0000000007e+00   1.0030767341e+00   1.0025228072e+00    1.0007636855e+00
2215  1.6034850725e+00   1.0000000007e+00   1.0030554164e+00   1.0025071439e+00    1.0007583400e+00
2220  1.6018864979e+00   1.0000000007e+00   1.0030362913e+00   1.0024931654e+00    1.0007538559e+00
2225  1.5997185127e+00   1.0000000006e+00   1.0030154535e+00   1.0024736095e+00    1.0007472317e+00
2230  1.5984432860e+00   1.0000000006e+00   1.0029945279e+00   1.0024569349e+00    1.0007422385e+00
2235  1.5945163230e+00   1.0000000006e+00   1.0029728708e+00   1.0024379581e+00    1.0007371895e+00
2240  1.5927678588e+00   1.0000000006e+00   1.0029501621e+00   1.0024214827e+00    1.0007318424e+00
2245  1.5906808603e+00   1.0000000006e+00   1.0029291752e+00   1.0024027699e+00    1.0007289782e+00
2250  1.5891165118e+00   1.0000000005e+00   1.0029100630e+00   1.0023908866e+00    1.0007230139e+00
2255  1.5877225327e+00   1.0000000005e+00   1.0028929557e+00   1.0023731336e+00    1.0007179845e+00
2260  1.5863002047e+00   1.0000000005e+00   1.0028734058e+00   1.0023545532e+00    1.0007123231e+00
2265  1.5847365487e+00   1.0000000005e+00   1.0028520567e+00   1.0023386622e+00    1.0007078046e+00
2270  1.5826260875e+00   1.0000000005e+00   1.0028297974e+00   1.0023193491e+00    1.0007029553e+00
2275  1.5795035106e+00   1.0000000005e+00   1.0028059145e+00   1.0023065019e+00    1.0006983894e+00
2280  1.5772929150e+00   1.0000000004e+00   1.0027877294e+00   1.0022855411e+00    1.0006942059e+00
2285  1.5756670876e+00   1.0000000004e+00   1.0027624044e+00   1.0022697131e+00    1.0006887480e+00
2290  1.5743329810e+00   1.0000000004e+00   1.0027447248e+00   1.0022519648e+00    1.0006846487e+00
2295  1.5718951874e+00   1.0000000004e+00   1.0027239399e+00   1.0022373060e+00    1.0006785948e+00
2300  1.5700887289e+00   1.0000000004e+00   1.0027047579e+00   1.0022214516e+00    1.0006750369e+00
2305  1.5684393260e+00   1.0000000004e+00   1.0026878334e+00   1.0022050092e+00    1.0006710213e+00
2310  1.5667780111e+00   1.0000000004e+00   1.0026683923e+00   1.0021840208e+00    1.0006663249e+00
2315  1.5653547544e+00   1.0000000003e+00   1.0026432992e+00   1.0021691014e+00    1.0006617216e+00
2320  1.5635520073e+00   1.0000000003e+00   1.0026259736e+00   1.0021531275e+00    1.0006566608e+00
2325  1.5610566956e+00   1.0000000003e+00   1.0026008746e+00   1.0021374622e+00    1.0006531153e+00
2330  1.5583598514e+00   1.0000000003e+00   1.0025873296e+00   1.0021211766e+00    1.0006483231e+00
2335  1.5558274378e+00   1.0000000003e+00   1.0025696406e+00   1.0021105652e+00    1.0006438292e+00
2340  1.5528654693e+00   1.0000000003e+00   1.0025494212e+00   1.0020920020e+00    1.0006400877e+00
2345  1.5515514045e+00   1.0000000003e+00   1.0025289108e+00   1.0020780673e+00    1.0006356543e+00
2350  1.5491302582e+00   1.0000000003e+00   1.0025074104e+00   1.0020614079e+00    1.0006310184e+00
2355  1.5465894689e+00   1.0000000003e+00   1.0024892135e+00   1.0020447706e+00    1.0006272352e+00
2360  1.5450407344e+00   1.0000000003e+00   1.0024682370e+00   1.0020280211e+00    1.0006223935e+00
2365  1.5429295506e+00   1.0000000003e+00   1.0024456357e+00   1.0020146123e+00    1.0006183170e+00
2370  1.5410541052e+00   1.0000000002e+00   1.0024267072e+00   1.0019991938e+00    1.0006137610e+00
2375  1.5389785253e+00   1.0000000002e+00   1.0024094455e+00   1.0019844984e+00    1.0006101323e+00
2380  1.5370982268e+00   1.0000000002e+00   1.0023907409e+00   1.0019700431e+00    1.0006059489e+00
2385  1.5347818777e+00   1.0000000002e+00   1.0023697181e+00   1.0019555919e+00    1.0006023740e+00
2390  1.5323819153e+00   1.0000000002e+00   1.0023505394e+00   1.0019412888e+00    1.0005965616e+00
2395  1.5306530917e+00   1.0000000002e+00   1.0023346220e+00   1.0019270564e+00    1.0005932871e+00
2400  1.5282660524e+00   1.0000000002e+00   1.0023160297e+00   1.0019128441e+00    1.0005875389e+00
2405  1.5268329949e+00   1.0000000002e+00   1.0023030973e+00   1.0018977228e+00    1.0005836125e+00
2410  1.5249321828e+00   1.0000000002e+00   1.0022816388e+00   1.0018867733e+00    1.0005805634e+00
2415  1.5235270638e+00   1.0000000002e+00   1.0022630463e+00   1.0018681543e+00    1.0005760660e+00
2420  1.5215117742e+00   1.0000000002e+00   1.0022456654e+00   1.0018587314e+00    1.0005726770e+00
2425  1.5195062486e+00   1.0000000002e+00   1.0022241019e+00   1.0018462219e+00    1.0005689543e+00
2430  1.5176114035e+00   1.0000000002e+00   1.0022031175e+00   1.0018313431e+00    1.0005650568e+00
2435  1.5160609086e+00   1.0000000002e+00   1.0021886005e+00   1.0018164188e+00    1.0005611354e+00
2440  1.5123967676e+00   1.0000000002e+00   1.0021708733e+00   1.0018036798e+00    1.0005567402e+00
2445  1.5106626852e+00   1.0000000002e+00   1.0021568909e+00   1.0017923615e+00    1.0005531334e+00
2450  1.5094845579e+00   1.0000000001e+00   1.0021358172e+00   1.0017732189e+00    1.0005496007e+00
2455  1.5074583043e+00   1.0000000001e+00   1.0021203580e+00   1.0017589872e+00    1.0005452290e+00
2460  1.5049985045e+00   1.0000000001e+00   1.0020998543e+00   1.0017482804e+00    1.0005413106e+00
2465  1.5024184639e+00   1.0000000001e+00   1.0020846226e+00   1.0017322930e+00    1.0005377581e+00
2470  1.5001248039e+00   1.0000000001e+00   1.0020686955e+00   1.0017193733e+00    1.0005332313e+00
2475  1.4977535847e+00   1.0000000001e+00   1.0020507718e+00   1.0017034975e+00    1.0005301805e+00
2480  1.4964427560e+00   1.0000000001e+00   1.0020349086e+00   1.0016906131e+00    1.0005258967e+00
2485  1.4948036798e+00   1.0000000001e+00   1.0020222337e+00   1.0016778573e+00    1.0005239886e+00
2490  1.4925341020e+00   1.0000000001e+00   1.0020045335e+00   1.0016648325e+00    1.0005198309e+00
2495  1.4903125659e+00   1.0000000001e+00   1.0019900722e+00   1.0016517730e+00    1.0005156402e+00
2500  1.4884311150e+00   1.0000000001e+00   1.0019732593e+00   1.0016365186e+00    1.0005121656e+00
2505  1.4862008960e+00   1.0000000001e+00   1.0019540098e+00   1.0016226565e+00    1.0005088963e+00
2510  1.4850306003e+00   1.0000000001e+00   1.0019382985e+00   1.0016076349e+00    1.0005050622e+00
2515  1.4826285182e+00   1.0000000001e+00   1.0019209385e+00   1.0015957512e+00    1.0005025591e+00
2520  1.4809398460e+00   1.0000000001e+00   1.0019067781e+00   1.0015842304e+00    1.0004985306e+00
2525  1.4795553064e+00   1.0000000001e+00   1.0018873524e+00   1.0015755418e+00    1.0004949031e+00
2530  1.4777475674e+00   1.0000000001e+00   1.0018729407e+00   1.0015616726e+00    1.0004914844e+00
2535  1.4759877621e+00   1.0000000001e+00   1.0018556707e+00   1.0015483945e+00    1.0004886114e+00
2540  1.4735886140e+00   1.0000000001e+00   1.0018419988e+00   1.0015390178e+00    1.0004848205e+00
2545  1.4720501533e+00   1.0000000001e+00   1.0018256786e+00   1.0015247033e+00    1.0004808936e+00
2550  1.4703385050e+00   1.0000000001e+00   1.0018097249e+00   1.0015164252e+00    1.0004773720e+00
2555  1.4685197704e+00   1.0000000001e+00   1.0017943793e+00   1.0015018791e+00    1.0004746142e+00
2560  1.4666111401e+00   1.0000000001e+00   1.0017772844e+00   1.0014908376e+00    1.0004713323e+00
2565  1.4646027341e+00   1.0000000001e+00   1.0017647117e+00   1.0014776378e+00    1.0004677611e+00
2570  1.4627435341e+00   1.0000000001e+00   1.0017466708e+00   1.0014660769e+00    1.0004633723e+00
2575  1.4609456357e+00   1.0000000001e+00   1.0017314280e+00   1.0014559468e+00    1.0004603066e+00
2580  1.4599909077e+00   1.0000000001e+00   1.0017175023e+00   1.0014468263e+00    1.0004572590e+00
2585  1.4573480873e+00   1.0000000001e+00   1.0016982415e+00   1.0014346534e+00    1.0004545239e+00
2590  1.4555482331e+00   1.0000000001e+00   1.0016842110e+00   1.0014224571e+00    1.0004505148e+00
2595  1.4539269858e+00   1.0000000001e+00   1.0016702502e+00   1.0014125045e+00    1.0004476932e+00
2600  1.4521074684e+00   1.0000000001e+00   1.0016526540e+00   1.0013985673e+00    1.0004454365e+00
2605  1.4499628153e+00   1.0000000001e+00   1.0016364685e+00   1.0013871239e+00    1.0004417400e+00
2610  1.4478711707e+00   1.0000000001e+00   1.0016239001e+00   1.0013746928e+00    1.0004386063e+00
2615  1.4453802327e+00   1.0000000001e+00   1.0016105440e+00   1.0013631903e+00    1.0004358259e+00
2620  1.4440886668e+00   1.0000000001e+00   1.0015935974e+00   1.0013531863e+00    1.0004321115e+00
2625  1.4421166519e+00   1.0000000001e+00   1.0015813926e+00   1.0013411161e+00    1.0004280971e+00
2630  1.4396825129e+00   1.0000000000e+00   1.0015669093e+00   1.0013290763e+00    1.0004259361e+00
2635  1.4371531895e+00   1.0000000000e+00   1.0015577135e+00   1.0013181776e+00    1.0004227553e+00
