k none reg psf1 psf5 psf25 
493 387604.290443 1.349201 1.018092 1.021432 1.008900
494 387323.076826 1.348767 1.018036 1.021357 1.008744
495 386374.284317 1.344597 1.017942 1.021228 1.008699
496 385918.098144 1.343531 1.017857 1.020959 1.008668
497 385044.628545 1.341047 1.017676 1.020895 1.008622
498 383633.458880 1.339904 1.017631 1.020783 1.008537
499 383397.700636 1.338690 1.017557 1.020630 1.008453
500 383017.281651 1.335988 1.017401 1.020548 1.008411
501 382317.296109 1.333455 1.017304 1.020497 1.008318
502 381883.758034 1.332469 1.017224 1.020371 1.008242
503 381007.602945 1.331839 1.017164 1.020186 1.008226
504 380556.042514 1.329781 1.017113 1.020098 1.008103
505 380279.973608 1.328569 1.016999 1.020031 1.008002
506 379979.364420 1.325913 1.016841 1.019839 1.007960
507 379829.003561 1.325402 1.016697 1.019709 1.007939
508 378952.421840 1.323870 1.016580 1.019652 1.007843
509 377916.684075 1.319078 1.016420 1.019618 1.007824
510 377691.793349 1.317322 1.016407 1.019425 1.007669
511 376802.427580 1.316052 1.016319 1.019362 1.007553
512 376327.027390 1.314787 1.015933 1.019170 1.007538
513 376144.242169 1.313186 1.015747 1.019129 1.007413
514 375824.198946 1.310738 1.015700 1.019028 1.007385
515 375134.919259 1.307766 1.015530 1.018786 1.007351
516 374864.259179 1.306185 1.015458 1.018646 1.007325
517 374087.124074 1.305168 1.015418 1.018437 1.007257
518 373398.103698 1.303362 1.015335 1.018384 1.007202
519 373052.974704 1.301826 1.015267 1.018089 1.007155
520 372146.680019 1.299916 1.015127 1.017978 1.007140
521 371931.929016 1.299276 1.015073 1.017784 1.007121
522 371157.259361 1.298139 1.014968 1.017760 1.007069
523 370458.228678 1.296109 1.014930 1.017589 1.007035
524 369976.538927 1.294563 1.014785 1.017358 1.007015
525 369667.363942 1.292802 1.014646 1.017236 1.006965
526 369239.679817 1.291000 1.014601 1.017081 1.006895
527 368653.849524 1.289044 1.014550 1.016930 1.006784
528 368209.975115 1.288532 1.014447 1.016880 1.006703
529 368055.501290 1.286661 1.014352 1.016675 1.006640
530 367066.332064 1.285049 1.014271 1.016570 1.006602
531 366722.696447 1.284458 1.014237 1.016401 1.006573
532 366141.294512 1.282121 1.014131 1.016232 1.006521
533 365945.732623 1.281574 1.014020 1.016167 1.006478
534 365357.133502 1.280134 1.013966 1.016015 1.006402
535 364999.185663 1.277360 1.013773 1.015913 1.006389
536 364639.936755 1.276708 1.013621 1.015831 1.006365
537 364149.974844 1.275281 1.013471 1.015618 1.006336
538 363434.869182 1.274486 1.013412 1.015457 1.006295
539 362759.054707 1.273711 1.013392 1.015352 1.006232
540 362734.217038 1.272270 1.013262 1.015259 1.006211
541 362268.829315 1.270509 1.013194 1.015178 1.006195
542 361851.655837 1.269464 1.013108 1.015130 1.006153
543 361342.894257 1.268744 1.013038 1.015043 1.006060
544 360690.761086 1.267798 1.012722 1.014927 1.006027
545 360013.126185 1.264848 1.012640 1.014786 1.005925
546 358866.869428 1.262995 1.012616 1.014601 1.005802
547 358497.864552 1.261754 1.012497 1.014520 1.005795
548 357529.282828 1.258815 1.012382 1.014490 1.005782
549 357052.710316 1.257239 1.012310 1.014413 1.005709
550 355937.729199 1.256211 1.012219 1.014164 1.005689
551 355625.642156 1.255472 1.012134 1.014071 1.005634
552 355544.487591 1.253759 1.012077 1.014015 1.005613
553 354538.420496 1.252670 1.012010 1.013915 1.005560
554 354402.478551 1.251486 1.011862 1.013711 1.005521
555 353761.723661 1.250111 1.011826 1.013627 1.005491
556 352838.904014 1.248082 1.011691 1.013568 1.005451
557 352674.342396 1.247165 1.011624 1.013481 1.005429
558 352235.227906 1.245241 1.011479 1.013417 1.005396
559 351820.953223 1.242825 1.011406 1.013336 1.005368
560 351587.814289 1.241802 1.011330 1.013306 1.005291
561 349918.928988 1.240786 1.011255 1.013255 1.005265
562 349528.118443 1.239362 1.011187 1.013083 1.005258
563 348820.086725 1.237826 1.011130 1.012989 1.005203
564 348176.544409 1.237202 1.011095 1.012918 1.005156
565 347771.477702 1.236362 1.011075 1.012795 1.005126
566 347533.572860 1.235050 1.010830 1.012660 1.005053
567 346928.875753 1.234468 1.010661 1.012630 1.005044
568 346046.452663 1.232651 1.010645 1.012500 1.004986
569 345438.642295 1.230997 1.010598 1.012365 1.004958
570 345051.950726 1.229087 1.010584 1.012330 1.004949
571 344724.983586 1.228088 1.010549 1.012294 1.004931
572 343944.350990 1.227509 1.010459 1.012211 1.004869
573 343327.386516 1.225386 1.010427 1.012142 1.004827
574 342850.789875 1.225017 1.010325 1.012089 1.004807
575 342732.744412 1.223219 1.010215 1.011994 1.004769
576 341668.812902 1.220732 1.010159 1.011909 1.004727
577 340517.262468 1.219585 1.010073 1.011871 1.004648
578 340212.185601 1.219492 1.010014 1.011808 1.004609
579 339353.922897 1.218479 1.009883 1.011708 1.004565
580 338801.004718 1.217100 1.009836 1.011680 1.004520
581 337851.804839 1.216159 1.009729 1.011556 1.004488
582 337308.867422 1.214344 1.009566 1.011369 1.004447
583 337147.461714 1.212018 1.009541 1.011281 1.004408
584 336294.223851 1.211578 1.009521 1.011194 1.004376
585 335720.514007 1.211099 1.009445 1.011179 1.004337
586 335397.466411 1.210453 1.009333 1.011162 1.004286
587 335086.309477 1.210040 1.009285 1.011007 1.004247
588 334519.221282 1.207768 1.009173 1.010792 1.004228
589 334174.896666 1.207372 1.009115 1.010722 1.004190
590 333840.766281 1.205985 1.009063 1.010682 1.004132
591 333600.978608 1.203142 1.009024 1.010615 1.004123
592 332793.355841 1.202673 1.008934 1.010556 1.004104
593 331852.019686 1.201589 1.008923 1.010464 1.004056
594 331125.746367 1.200931 1.008690 1.010293 1.004004
595 330872.008543 1.200433 1.008631 1.010259 1.004000
596 330171.256050 1.199648 1.008610 1.010063 1.003958
597 329717.271449 1.199239 1.008554 1.009965 1.003937
598 329524.446523 1.197038 1.008513 1.009837 1.003891
599 328811.908394 1.196319 1.008488 1.009798 1.003875
600 328265.188599 1.194515 1.008470 1.009717 1.003852
601 327559.062229 1.193348 1.008420 1.009664 1.003808
602 326944.308516 1.191769 1.008302 1.009596 1.003793
603 326556.393519 1.190370 1.008264 1.009567 1.003683
604 326485.134470 1.189989 1.008255 1.009425 1.003678
605 326017.927443 1.189441 1.008092 1.009270 1.003644
606 325604.976683 1.188409 1.007994 1.009250 1.003612
607 325062.701062 1.187200 1.007975 1.009187 1.003571
608 325036.953435 1.185372 1.007926 1.009030 1.003522
609 324430.661983 1.185134 1.007845 1.009010 1.003483
610 323244.537270 1.184268 1.007789 1.008986 1.003447
611 322971.868343 1.182733 1.007741 1.008923 1.003420
612 322607.646891 1.181460 1.007655 1.008856 1.003395
613 322268.837177 1.180752 1.007553 1.008840 1.003392
614 321941.668568 1.180157 1.007435 1.008740 1.003365
615 321700.003390 1.179202 1.007408 1.008663 1.003330
616 321361.563549 1.177579 1.007378 1.008632 1.003294
617 320909.354663 1.176887 1.007236 1.008538 1.003249
618 320394.898281 1.176603 1.007161 1.008482 1.003216
619 320371.804443 1.175208 1.007033 1.008404 1.003193
620 319123.487546 1.174771 1.007006 1.008371 1.003166
621 318880.545542 1.173645 1.006960 1.008330 1.003124
622 318408.390426 1.173231 1.006893 1.008237 1.003062
623 317974.685472 1.172826 1.006840 1.008169 1.003019
624 317724.945324 1.172038 1.006824 1.008082 1.002997
625 317075.684025 1.171412 1.006791 1.008064 1.002992
626 315794.475645 1.170603 1.006694 1.007925 1.002971
627 315607.150758 1.169147 1.006675 1.007858 1.002953
628 315358.159994 1.167525 1.006629 1.007807 1.002916
629 315226.981251 1.166634 1.006493 1.007720 1.002878
630 314400.179332 1.166337 1.006451 1.007644 1.002819
631 313942.574021 1.165332 1.006420 1.007591 1.002807
632 313452.949429 1.164511 1.006359 1.007564 1.002795
633 312761.060607 1.164081 1.006239 1.007391 1.002771
634 312557.282684 1.162526 1.006187 1.007169 1.002728
635 311988.575255 1.161628 1.006163 1.007153 1.002721
636 311912.248767 1.160754 1.006049 1.007091 1.002683
637 310718.170981 1.159724 1.005982 1.007049 1.002642
638 310417.781590 1.158887 1.005944 1.007021 1.002611
639 310095.179830 1.157354 1.005891 1.007005 1.002584
640 309785.066732 1.157280 1.005804 1.006986 1.002546
641 308870.864496 1.156436 1.005783 1.006918 1.002519
642 308403.581061 1.154522 1.005719 1.006906 1.002507
643 308014.024440 1.154058 1.005706 1.006842 1.002463
644 307760.494454 1.153543 1.005670 1.006768 1.002441
645 307086.099161 1.153181 1.005639 1.006702 1.002408
646 306912.352694 1.152507 1.005552 1.006700 1.002392
647 305848.414249 1.152499 1.005538 1.006633 1.002364
648 305396.951193 1.150790 1.005486 1.006582 1.002347
649 305308.311979 1.149848 1.005414 1.006535 1.002323
650 304732.020838 1.149543 1.005391 1.006510 1.002296
651 304129.558672 1.148292 1.005312 1.006478 1.002293
652 303178.587465 1.146103 1.005274 1.006431 1.002273
653 302848.458647 1.145691 1.005217 1.006381 1.002261
654 302370.761723 1.145229 1.005181 1.006250 1.002227
655 302103.504166 1.144339 1.005109 1.006195 1.002195
656 301920.050374 1.143823 1.005029 1.006155 1.002189
657 300619.227575 1.142855 1.004968 1.006131 1.002164
658 300212.884991 1.142060 1.004938 1.005993 1.002153
659 299553.000535 1.140662 1.004864 1.005937 1.002134
660 299413.408459 1.140430 1.004830 1.005860 1.002091
661 299137.307837 1.139924 1.004753 1.005830 1.002067
662 299025.005949 1.139035 1.004743 1.005792 1.002052
663 298979.124595 1.138123 1.004716 1.005684 1.002005
664 297814.697445 1.137532 1.004708 1.005672 1.001990
665 297243.941062 1.137111 1.004669 1.005608 1.001977
666 297152.324254 1.137018 1.004633 1.005503 1.001927
667 296942.730042 1.136391 1.004599 1.005488 1.001909
668 296672.627049 1.136233 1.004560 1.005421 1.001880
669 296491.971474 1.135731 1.004504 1.005392 1.001863
670 295945.261695 1.134950 1.004437 1.005315 1.001845
671 295470.344717 1.134258 1.004386 1.005232 1.001836
672 295278.206068 1.133663 1.004324 1.005145 1.001826
673 295069.718186 1.132849 1.004306 1.005093 1.001809
674 294794.685166 1.132027 1.004262 1.005000 1.001802
675 294438.953910 1.131793 1.004223 1.004952 1.001793
676 293400.902477 1.130512 1.004155 1.004915 1.001763
677 293107.990058 1.129814 1.004117 1.004854 1.001714
678 292743.988710 1.129218 1.004093 1.004839 1.001692
679 291849.307425 1.128221 1.003980 1.004772 1.001677
680 291693.969592 1.127667 1.003938 1.004759 1.001669
681 291250.109249 1.127343 1.003901 1.004696 1.001622
682 291165.243783 1.125418 1.003896 1.004664 1.001607
683 290919.595461 1.124647 1.003849 1.004590 1.001597
684 290518.994545 1.124419 1.003819 1.004560 1.001571
685 289881.776689 1.123583 1.003736 1.004487 1.001566
686 289307.258656 1.123152 1.003708 1.004445 1.001550
687 289179.040439 1.122327 1.003693 1.004388 1.001537
688 288710.314918 1.121808 1.003684 1.004365 1.001536
689 288082.886207 1.121603 1.003635 1.004342 1.001496
690 287502.918945 1.121029 1.003618 1.004297 1.001484
691 286981.548736 1.120245 1.003592 1.004254 1.001480
692 286450.849868 1.119769 1.003542 1.004202 1.001468
693 286121.756415 1.118787 1.003521 1.004188 1.001451
694 286034.515565 1.118286 1.003485 1.004068 1.001434
695 285701.651751 1.117601 1.003471 1.003990 1.001415
696 285272.525512 1.117017 1.003440 1.003946 1.001401
697 284939.669297 1.116567 1.003395 1.003931 1.001390
698 284698.527477 1.115718 1.003311 1.003909 1.001382
699 284458.432338 1.114969 1.003274 1.003865 1.001358
700 283432.063845 1.114384 1.003222 1.003827 1.001351
701 282831.451675 1.113904 1.003206 1.003772 1.001335
702 282155.864216 1.113431 1.003161 1.003726 1.001319
703 281787.694912 1.112902 1.003089 1.003665 1.001293
704 281493.767385 1.112400 1.003066 1.003617 1.001284
705 281283.327787 1.111249 1.003010 1.003556 1.001264
706 280757.838804 1.110425 1.002959 1.003518 1.001251
707 280334.012564 1.110090 1.002924 1.003513 1.001237
708 279048.121980 1.109869 1.002916 1.003477 1.001234
709 278844.781190 1.109286 1.002873 1.003439 1.001226
710 278672.917073 1.108848 1.002860 1.003370 1.001216
711 277896.729600 1.108351 1.002806 1.003356 1.001210
712 277399.110125 1.107945 1.002798 1.003316 1.001190
713 277185.853339 1.107400 1.002739 1.003276 1.001173
714 276700.843472 1.107274 1.002722 1.003207 1.001144
715 276588.471111 1.106522 1.002681 1.003189 1.001117
716 275892.340187 1.105950 1.002664 1.003167 1.001100
717 275549.517112 1.105636 1.002609 1.003110 1.001079
718 275210.707882 1.105177 1.002550 1.003058 1.001063
719 274933.814020 1.104873 1.002452 1.003042 1.001049
720 274056.322753 1.104748 1.002430 1.002981 1.001032
721 273341.742801 1.103989 1.002425 1.002942 1.001025
722 273256.468404 1.103814 1.002392 1.002917 1.001010
723 273171.557859 1.103366 1.002385 1.002873 1.000972
724 272793.192158 1.102960 1.002315 1.002803 1.000957
725 272474.721860 1.102700 1.002272 1.002786 1.000950
726 271980.981876 1.102229 1.002259 1.002706 1.000937
727 271630.614749 1.101678 1.002243 1.002648 1.000920
728 271347.898033 1.101383 1.002209 1.002631 1.000913
729 271170.335861 1.101245 1.002195 1.002598 1.000884
730 270625.165467 1.100403 1.002162 1.002528 1.000866
731 270581.948339 1.099985 1.002145 1.002503 1.000848
732 269867.152393 1.099319 1.002121 1.002491 1.000829
733 269699.439837 1.098972 1.002065 1.002477 1.000815
734 269597.938493 1.098233 1.002034 1.002416 1.000799
735 269465.223500 1.097759 1.001983 1.002369 1.000793
736 269216.197667 1.097383 1.001956 1.002335 1.000776
737 269129.601900 1.097167 1.001929 1.002299 1.000765
738 269050.883885 1.096829 1.001882 1.002267 1.000755
739 268932.228052 1.095987 1.001840 1.002224 1.000731
740 268838.397964 1.095515 1.001816 1.002194 1.000701
741 268728.193315 1.095263 1.001748 1.002147 1.000679
742 268312.698298 1.094443 1.001719 1.002135 1.000672
743 268037.132069 1.094081 1.001690 1.002111 1.000659
744 267488.877873 1.093749 1.001660 1.002089 1.000640
745 266700.655214 1.093053 1.001608 1.002050 1.000622
746 266209.739061 1.092397 1.001583 1.001991 1.000618
747 265867.680633 1.092117 1.001545 1.001984 1.000609
748 265730.955788 1.091763 1.001544 1.001963 1.000600
749 265453.540653 1.091189 1.001509 1.001937 1.000578
750 265215.289034 1.090645 1.001436 1.001927 1.000569
751 265083.871227 1.090278 1.001409 1.001922 1.000567
752 264179.279024 1.089971 1.001384 1.001911 1.000541
753 263922.579070 1.089733 1.001361 1.001874 1.000538
754 263443.884377 1.089247 1.001344 1.001837 1.000533
755 263249.857358 1.088767 1.001302 1.001800 1.000528
756 262604.830363 1.088444 1.001279 1.001734 1.000518
757 261455.886496 1.088145 1.001273 1.001708 1.000507
758 261333.761793 1.087395 1.001265 1.001671 1.000496
759 261293.646475 1.086869 1.001250 1.001640 1.000492
760 261169.264019 1.086646 1.001236 1.001625 1.000469
761 260995.583356 1.085982 1.001189 1.001602 1.000455
762 260957.626305 1.085719 1.001137 1.001571 1.000442
763 260420.901860 1.085557 1.001089 1.001546 1.000436
764 260088.377525 1.084433 1.001058 1.001488 1.000433
765 259875.234782 1.084041 1.001050 1.001456 1.000428
766 259576.302945 1.083638 1.001046 1.001425 1.000408
767 259038.653591 1.083344 1.001041 1.001391 1.000399
768 258613.628291 1.082886 1.000997 1.001382 1.000388
769 258024.016067 1.082014 1.000945 1.001376 1.000378
770 257569.306127 1.081854 1.000935 1.001343 1.000366
771 257322.823510 1.081465 1.000920 1.001332 1.000359
772 256945.487555 1.081087 1.000885 1.001307 1.000337
773 256434.274472 1.080905 1.000840 1.001299 1.000328
774 256069.653381 1.080378 1.000815 1.001286 1.000316
775 255666.178401 1.079369 1.000796 1.001248 1.000309
776 255490.811635 1.079086 1.000759 1.001240 1.000298
777 255187.558329 1.078984 1.000729 1.001197 1.000282
778 254707.899017 1.078749 1.000720 1.001162 1.000279
779 254534.925922 1.078235 1.000681 1.001145 1.000271
780 254229.919503 1.078019 1.000680 1.001112 1.000261
781 254104.524448 1.077231 1.000607 1.001090 1.000253
782 253969.292274 1.076763 1.000595 1.001075 1.000248
783 253880.129264 1.076553 1.000586 1.001065 1.000241
784 253204.767646 1.076247 1.000548 1.001055 1.000240
785 253064.456655 1.075853 1.000541 1.001046 1.000229
786 252872.717242 1.075337 1.000525 1.000990 1.000221
787 252732.208943 1.075057 1.000513 1.000967 1.000212
788 252470.656769 1.074881 1.000498 1.000922 1.000203
789 251804.906950 1.074178 1.000489 1.000915 1.000196
790 251285.872323 1.073955 1.000463 1.000883 1.000191
791 250592.058617 1.073705 1.000450 1.000865 1.000191
792 250347.792324 1.072969 1.000423 1.000856 1.000184
793 249788.539419 1.072511 1.000384 1.000784 1.000177
794 249340.053220 1.072143 1.000356 1.000780 1.000163
795 249214.527623 1.071786 1.000341 1.000768 1.000155
796 248681.053031 1.071560 1.000332 1.000757 1.000149
797 248323.666281 1.070586 1.000316 1.000732 1.000133
798 247991.046595 1.070480 1.000288 1.000719 1.000126
799 247847.831753 1.070452 1.000253 1.000702 1.000121
800 247700.651905 1.069600 1.000247 1.000693 1.000103
801 246970.305839 1.069219 1.000229 1.000680 1.000100
802 246383.524002 1.069107 1.000214 1.000663 1.000095
803 245795.048687 1.068743 1.000185 1.000643 1.000077
804 245744.315087 1.068412 1.000182 1.000596 1.000076
805 245333.033950 1.068045 1.000172 1.000592 1.000064
806 244967.683124 1.067537 1.000167 1.000585 1.000057
807 244740.381605 1.067307 1.000163 1.000569 1.000041
808 244132.397403 1.066795 1.000152 1.000551 1.000040
809 244070.914435 1.066487 1.000130 1.000548 1.000026
810 243723.796139 1.066064 1.000103 1.000526 1.000015
811 243222.047788 1.066026 1.000093 1.000508 1.000009
812 243029.323424 1.065796 1.000086 1.000501 1.000004
813 242809.719509 1.065489 1.000083 1.000493 0.999996
814 242126.403536 1.065301 1.000060 1.000484 0.999996
815 241645.779574 1.065171 1.000041 1.000452 0.999991
816 241116.402020 1.064692 1.000015 1.000431 0.999988
817 240763.283735 1.064494 1.000003 1.000413 0.999985
818 240714.704473 1.063975 1.000002 1.000398 0.999976
819 240371.228284 1.063611 0.999953 1.000360 0.999972
820 240174.570858 1.063071 0.999937 1.000334 0.999962
821 240002.985841 1.062345 0.999931 1.000315 0.999953
822 239623.075495 1.062047 0.999885 1.000310 0.999940
823 239450.239036 1.061875 0.999870 1.000278 0.999929
824 239217.285788 1.061615 0.999860 1.000268 0.999920
825 239111.977786 1.061268 0.999849 1.000261 0.999919
826 239050.631468 1.060761 0.999811 1.000248 0.999909
827 238037.996591 1.060635 0.999802 1.000237 0.999880
828 237698.659488 1.060078 0.999769 1.000217 0.999877
829 237557.859813 1.059715 0.999755 1.000215 0.999872
830 237142.357022 1.059214 0.999720 1.000196 0.999861
831 236548.763475 1.059058 0.999709 1.000186 0.999855
832 236146.669868 1.058767 0.999666 1.000156 0.999853
833 235725.716520 1.058520 0.999649 1.000142 0.999850
834 235485.104419 1.058471 0.999627 1.000129 0.999831
835 235410.426437 1.058339 0.999587 1.000100 0.999820
836 234920.667130 1.057817 0.999524 1.000077 0.999820
837 234520.731660 1.057696 0.999468 1.000066 0.999810
838 234413.237339 1.057119 0.999453 1.000058 0.999806
839 233895.079452 1.056910 0.999432 1.000044 0.999802
840 233663.103233 1.056868 0.999400 1.000042 0.999790
841 233372.699978 1.056174 0.999380 1.000028 0.999778
842 232964.336559 1.055909 0.999361 1.000020 0.999774
843 231958.809679 1.055465 0.999291 0.999999 0.999770
844 231791.344691 1.054807 0.999233 0.999989 0.999768
845 231662.193304 1.054431 0.999208 0.999961 0.999752
846 231604.127155 1.054403 0.999165 0.999932 0.999748
847 231464.765015 1.054115 0.999089 0.999896 0.999735
848 230851.736732 1.054045 0.999052 0.999874 0.999731
849 230439.921858 1.053413 0.998998 0.999861 0.999721
850 230030.165070 1.053217 0.998973 0.999844 0.999710
851 229683.071402 1.052896 0.998963 0.999825 0.999703
852 228877.470676 1.052788 0.998951 0.999814 0.999695
853 228733.600653 1.052452 0.998874 0.999801 0.999692
854 228314.904757 1.052188 0.998799 0.999790 0.999682
855 228027.849079 1.051834 0.998795 0.999764 0.999674
856 227804.048462 1.051688 0.998762 0.999721 0.999667
857 227209.432482 1.051452 0.998701 0.999716 0.999645
858 226179.582825 1.051196 0.998630 0.999682 0.999627
859 225894.430570 1.051053 0.998581 0.999674 0.999603
860 225728.560294 1.050894 0.998544 0.999641 0.999599
861 225460.640373 1.050684 0.998520 0.999610 0.999576
862 225183.688375 1.050524 0.998461 0.999599 0.999569
863 224528.833874 1.050444 0.998398 0.999581 0.999561
864 224328.200553 1.050225 0.998354 0.999566 0.999544
865 223925.253917 1.049932 0.998288 0.999562 0.999541
866 223687.633924 1.049641 0.998252 0.999522 0.999533
867 223453.048436 1.049516 0.998210 0.999510 0.999508
868 222712.008005 1.049192 0.998187 0.999469 0.999487
869 222570.823125 1.049036 0.998089 0.999448 0.999468
870 222009.780449 1.048777 0.997953 0.999424 0.999452
871 221256.342045 1.048713 0.997942 0.999393 0.999436
872 220781.454748 1.048574 0.997888 0.999367 0.999426
873 220115.659670 1.048440 0.997745 0.999358 0.999402
874 219840.998425 1.047601 0.997727 0.999353 0.999376
875 219670.015538 1.047539 0.997696 0.999339 0.999363
876 219068.766525 1.047305 0.997549 0.999309 0.999359
877 218817.418254 1.047105 0.997479 0.999259 0.999344
878 218295.815805 1.046656 0.997455 0.999226 0.999321
879 218126.329926 1.046527 0.997436 0.999201 0.999309
880 218103.950006 1.046407 0.997359 0.999167 0.999288
881 217275.454851 1.046175 0.997332 0.999147 0.999275
882 217118.034097 1.046078 0.997283 0.999101 0.999271
883 216794.010327 1.045756 0.997266 0.999092 0.999264
884 216215.127960 1.045684 0.997240 0.999078 0.999260
885 216160.634613 1.045530 0.997163 0.999032 0.999245
886 215796.169076 1.045350 0.997087 0.998999 0.999234
887 214611.334867 1.045001 0.997021 0.998981 0.999197
888 214296.331737 1.044413 0.997004 0.998941 0.999194
889 214228.901242 1.044162 0.996926 0.998921 0.999186
890 213881.891061 1.043989 0.996817 0.998830 0.999156
891 213426.111974 1.043766 0.996712 0.998818 0.999153
892 213315.150702 1.043659 0.996616 0.998784 0.999140
893 213106.335942 1.043458 0.996550 0.998738 0.999126
894 212851.748671 1.043224 0.996484 0.998736 0.999123
895 212580.463693 1.043105 0.996356 0.998718 0.999105
896 212501.653144 1.042878 0.996314 0.998694 0.999084
897 212409.959493 1.042862 0.996225 0.998618 0.999079
898 212267.817062 1.042250 0.996163 0.998579 0.999030
899 211861.933950 1.042066 0.995948 0.998565 0.999028
900 211355.567572 1.041989 0.995909 0.998530 0.999018
901 211172.891421 1.041788 0.995807 0.998493 0.999016
902 211007.005769 1.041623 0.995770 0.998459 0.999011
903 210618.109117 1.041455 0.995722 0.998439 0.998981
904 210410.140608 1.041399 0.995525 0.998313 0.998966
905 210369.592261 1.041184 0.995499 0.998300 0.998960
906 210124.897244 1.040887 0.995423 0.998246 0.998929
907 209318.561815 1.040710 0.995410 0.998191 0.998918
908 208544.403152 1.040402 0.995378 0.998170 0.998902
909 208368.521525 1.040212 0.995299 0.998147 0.998879
910 208249.392222 1.040003 0.995255 0.998082 0.998848
911 208142.465955 1.039824 0.995139 0.998004 0.998834
912 207646.758667 1.039731 0.995030 0.997960 0.998820
913 206941.662450 1.039498 0.994874 0.997947 0.998812
914 206354.621815 1.039232 0.994709 0.997887 0.998787
915 205995.089399 1.039040 0.994586 0.997836 0.998779
916 205569.978785 1.038865 0.994443 0.997824 0.998771
917 204912.876489 1.038811 0.994376 0.997772 0.998751
918 204760.106916 1.038570 0.994300 0.997751 0.998730
919 204080.288756 1.038191 0.994252 0.997737 0.998721
920 203754.661565 1.037953 0.994114 0.997641 0.998712
921 203380.032946 1.037731 0.994005 0.997599 0.998689
922 203037.566311 1.037549 0.993830 0.997562 0.998680
923 202971.429945 1.037312 0.993715 0.997514 0.998664
924 202369.066496 1.037137 0.993616 0.997485 0.998632
925 202073.667918 1.037079 0.993563 0.997434 0.998574
926 202021.878244 1.037021 0.993505 0.997400 0.998561
927 201972.949443 1.036860 0.993378 0.997291 0.998533
928 201849.535797 1.036629 0.993232 0.997141 0.998527
929 201284.025220 1.036414 0.993167 0.997102 0.998514
930 200876.915574 1.036206 0.992915 0.997026 0.998485
931 200785.784601 1.036046 0.992858 0.996935 0.998440
932 200724.762321 1.036024 0.992794 0.996921 0.998424
933 200253.290715 1.035850 0.992700 0.996874 0.998421
934 200158.278666 1.035763 0.992611 0.996839 0.998403
935 200031.587625 1.035467 0.992433 0.996758 0.998389
936 199801.266757 1.035323 0.992225 0.996710 0.998378
937 199675.675938 1.035127 0.991855 0.996703 0.998368
938 199268.408510 1.034989 0.991760 0.996691 0.998332
939 199142.813805 1.034821 0.991524 0.996621 0.998296
940 198797.549254 1.034605 0.991341 0.996533 0.998281
941 198770.813375 1.034545 0.991239 0.996526 0.998260
942 197740.840009 1.034217 0.991076 0.996423 0.998244
943 197361.999917 1.034065 0.990993 0.996387 0.998228
944 197184.148498 1.033924 0.990933 0.996338 0.998173
945 197030.687316 1.033594 0.990905 0.996331 0.998170
946 196998.143775 1.033316 0.990759 0.996255 0.998127
947 196778.307772 1.033217 0.990732 0.996191 0.998096
948 196670.220398 1.033031 0.990669 0.996031 0.998081
949 195965.683910 1.032884 0.990408 0.995989 0.998070
950 195535.168985 1.032632 0.990359 0.995943 0.998031
951 195285.009692 1.032504 0.990126 0.995831 0.998018
952 195058.241248 1.032304 0.989932 0.995783 0.997979
953 194844.347069 1.032235 0.989865 0.995717 0.997972
954 194531.659480 1.032156 0.989713 0.995519 0.997941
955 194351.629057 1.031862 0.989644 0.995439 0.997931
956 194105.378916 1.031746 0.989503 0.995426 0.997926
957 193472.795657 1.031505 0.989490 0.995321 0.997910
958 192694.186212 1.031249 0.989414 0.995279 0.997888
959 192491.511384 1.030990 0.989345 0.995202 0.997853
960 191492.013446 1.030921 0.989319 0.995140 0.997762
961 191414.038488 1.030876 0.989091 0.995115 0.997746
962 191176.386072 1.030605 0.988997 0.995071 0.997720
963 190676.637627 1.030345 0.988552 0.994962 0.997682
964 190481.564474 1.030056 0.988475 0.994891 0.997660
965 190382.600121 1.029963 0.988346 0.994801 0.997618
966 190015.133393 1.029867 0.988323 0.994740 0.997592
967 189312.208601 1.029582 0.988233 0.994679 0.997580
968 188702.968861 1.029255 0.988032 0.994569 0.997556
969 188587.266138 1.029137 0.987839 0.994486 0.997533
970 187858.052866 1.028879 0.987680 0.994403 0.997520
971 187446.985803 1.028830 0.987650 0.994372 0.997503
972 187304.977525 1.028667 0.987564 0.994357 0.997466
973 187094.448318 1.028510 0.987480 0.994295 0.997414
974 186708.882374 1.028478 0.987254 0.994209 0.997383
975 186048.310150 1.028313 0.987048 0.994118 0.997366
976 185739.001091 1.028029 0.986931 0.994110 0.997340
977 185689.407791 1.027869 0.986801 0.994069 0.997289
978 185484.699466 1.027751 0.986765 0.993975 0.997256
979 184952.071265 1.027514 0.986626 0.993914 0.997224
980 184570.645295 1.027392 0.986455 0.993801 0.997165
981 184099.899079 1.027289 0.986116 0.993732 0.997147
982 183797.431552 1.027071 0.986063 0.993677 0.997064
983 183586.163347 1.026819 0.985857 0.993647 0.997044
984 183087.208522 1.026616 0.985770 0.993572 0.997017
985 182986.087842 1.026371 0.985256 0.993509 0.996984
986 182617.678659 1.026290 0.984957 0.993231 0.996957
987 182530.411927 1.026253 0.984782 0.993217 0.996920
988 182432.563133 1.026114 0.984611 0.993069 0.996904
989 182144.095694 1.026085 0.984467 0.992776 0.996869
990 181507.673456 1.025896 0.984407 0.992750 0.996823
991 181021.639683 1.025755 0.984300 0.992726 0.996758
