0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 6.137472156032528492e-01
1.000000000000000000e+01 3.529917994090188138e-01
1.500000000000000000e+01 1.752928246863298400e-01
2.000000000000000000e+01 8.576445531120678589e-02
2.500000000000000000e+01 4.559286671192420287e-02
3.000000000000000000e+01 2.334028074565060520e-02
3.500000000000000000e+01 1.242870471231810083e-02
4.000000000000000000e+01 6.167624343007793199e-03
4.500000000000000000e+01 2.800392178668296376e-03
5.000000000000000000e+01 8.226730003228706388e-04
5.500000000000000000e+01 4.959957269806722184e-04
6.000000000000000000e+01 2.896817141186518738e-04
6.500000000000000000e+01 1.336951935452893329e-04
7.000000000000000000e+01 5.888538837895620907e-05
7.500000000000000000e+01 3.292813913331356086e-05
8.000000000000000000e+01 1.045407563058764891e-05
8.500000000000000000e+01 3.609484212356404602e-06
9.000000000000000000e+01 1.566174633686887736e-06
9.500000000000000000e+01 9.830176255256151098e-07
1.000000000000000000e+02 4.169638731056727235e-07
1.050000000000000000e+02 1.195252550797917793e-07
1.100000000000000000e+02 3.373402655214713973e-08
1.150000000000000000e+02 1.017188077521317899e-08
1.200000000000000000e+02 4.519636584527239298e-09
1.250000000000000000e+02 8.310717193000885855e-10
1.300000000000000000e+02 2.218476340545562637e-10
1.350000000000000000e+02 1.067662190903968226e-10
1.400000000000000000e+02 1.794165226826733112e-11
